src_ip,dst_ip,src_vlan,dst_vlan,bytes_sum,n_flujos
10.1.0.15,10.3.0.21,2,2,5240,1
10.2.0.15,10.2.0.20,1,2,28805,2
10.1.0.12,10.2.0.15,2,1,7904,1
10.1.0.11,10.3.0.17,1,2,11408,1
10.2.0.11,10.2.0.14,1,2,21882,2
10.3.0.16,10.1.0.19,3,2,37284,3
10.1.0.14,10.3.0.19,3,1,1540,1
10.2.0.20,10.1.0.18,2,2,16608,1
10.3.0.16,10.3.0.12,3,1,8940,1
10.3.0.19,10.2.0.19,1,1,9660,1
10.2.0.20,10.3.0.10,2,2,19918,2
10.1.0.16,10.1.0.14,1,3,13481,1
10.2.0.10,10.2.0.17,2,1,53672,4
10.2.0.16,10.1.0.20,1,1,15624,1
10.2.0.21,10.1.0.10,2,1,5288,1
10.3.0.11,10.2.0.12,2,2,21258,2
10.2.0.11,10.3.0.12,1,1,4849,1
10.1.0.17,10.2.0.18,1,1,9595,1
10.1.0.16,10.1.0.20,1,1,7903,1
10.1.0.17,10.2.0.13,1,2,4120,1
10.2.0.10,10.2.0.15,2,1,26313,2
10.3.0.14,10.1.0.16,1,1,13277,1
10.1.0.10,10.3.0.13,1,2,8205,1
10.1.0.12,10.3.0.14,2,1,2691,1
10.2.0.16,10.1.0.12,1,2,7590,1
10.1.0.15,10.2.0.18,2,1,11830,1
10.1.0.17,10.1.0.18,1,2,11680,1
10.1.0.13,10.2.0.13,2,2,15045,1
10.2.0.19,10.2.0.17,1,1,9350,2
10.1.0.14,10.1.0.15,3,2,27161,3
10.2.0.18,10.3.0.18,1,2,5536,1
10.1.0.21,10.3.0.15,2,1,1980,1
10.2.0.11,10.3.0.19,1,1,7308,1
10.3.0.11,10.1.0.12,2,2,1070,1
10.3.0.10,10.2.0.15,2,1,9585,1
10.2.0.19,10.1.0.16,1,1,1720,1
10.3.0.16,10.3.0.13,3,2,6492,1
10.2.0.13,10.1.0.19,2,2,3850,1
10.3.0.14,10.1.0.21,1,2,1628,1
10.1.0.16,10.1.0.12,1,2,17388,1
10.3.0.12,10.3.0.11,1,2,11682,1
10.2.0.12,10.1.0.12,2,2,10485,1
10.1.0.13,10.3.0.10,2,2,3420,1
10.1.0.10,10.3.0.19,1,1,13365,1
10.3.0.14,10.2.0.13,1,2,16436,1
10.1.0.18,10.3.0.21,2,2,1934,1
10.3.0.19,10.2.0.16,1,1,5603,1
10.2.0.16,10.1.0.18,1,2,2156,1
10.2.0.21,10.1.0.21,2,2,5005,1
10.3.0.11,10.1.0.15,2,2,9597,1
10.3.0.13,10.3.0.16,2,3,14020,2
10.2.0.10,10.1.0.14,2,3,7884,1
10.2.0.18,10.1.0.16,1,1,9008,1
10.2.0.18,10.1.0.21,1,2,5922,1
10.1.0.16,10.2.0.21,1,2,2128,1
10.1.0.19,10.1.0.12,2,2,19632,2
10.2.0.16,10.2.0.13,1,2,16928,1
10.3.0.12,10.1.0.18,1,2,4656,1
10.1.0.16,10.2.0.18,1,1,742,1
10.3.0.11,10.1.0.18,2,2,7707,1
10.3.0.10,10.1.0.18,2,2,3914,1
10.3.0.17,10.1.0.21,2,2,4155,1
10.3.0.15,10.2.0.14,1,2,12528,1
10.2.0.18,10.2.0.16,1,1,12660,1
10.3.0.12,10.3.0.16,1,3,25668,2
10.3.0.14,10.3.0.15,1,1,6540,1
10.3.0.16,10.3.0.18,3,2,10602,1
10.2.0.12,10.3.0.18,2,2,14352,1
10.1.0.10,10.2.0.16,1,1,9084,1
10.2.0.14,10.3.0.15,2,1,13243,1
10.3.0.12,10.3.0.15,1,1,13455,1
10.1.0.20,10.3.0.20,1,2,2037,1
10.1.0.17,10.1.0.20,1,1,3618,2
10.1.0.17,10.3.0.21,1,2,4641,1
10.2.0.10,10.3.0.17,2,2,5760,1
10.3.0.15,10.3.0.17,1,2,12640,2
10.1.0.16,10.2.0.15,1,1,6902,1
10.1.0.17,10.3.0.17,1,2,7644,1
10.3.0.14,10.2.0.21,1,2,2052,1
10.3.0.18,10.2.0.21,2,2,6915,1
10.1.0.16,10.2.0.17,1,1,10165,1
10.2.0.17,10.1.0.15,1,2,4372,1
10.1.0.12,10.3.0.21,2,2,17500,1
10.2.0.21,10.1.0.15,2,2,5580,1
10.1.0.11,10.2.0.10,1,2,12330,1
