ts,src_id,dst_id,src_ip,dst_ip,packets,bytes
517,30,28,10.3.0.15,10.3.0.13,15,2865
518,17,18,10.2.0.14,10.2.0.15,20,26600
519,2,27,10.1.0.11,10.3.0.12,6,5652
520,6,5,10.1.0.15,10.1.0.14,2,754
521,27,25,10.3.0.12,10.3.0.10,19,7163
522,1,4,10.1.0.10,10.1.0.13,2,1966
523,13,6,10.2.0.10,10.1.0.15,5,6345
524,16,21,10.2.0.13,10.2.0.18,9,5499
525,8,25,10.1.0.17,10.3.0.10,3,2817
526,6,11,10.1.0.15,10.1.0.20,16,20320
527,13,17,10.2.0.10,10.2.0.14,20,11560
528,29,36,10.3.0.14,10.3.0.21,5,5175
529,10,11,10.1.0.19,10.1.0.20,15,13155
530,30,14,10.3.0.15,10.2.0.11,5,1945
531,6,3,10.1.0.15,10.1.0.12,16,21040
532,27,35,10.3.0.12,10.3.0.20,3,3132
533,34,3,10.3.0.19,10.1.0.12,19,22534
534,17,29,10.2.0.14,10.3.0.14,7,4921
535,3,8,10.1.0.12,10.1.0.17,17,10455
536,5,12,10.1.0.14,10.1.0.21,6,2442
537,33,28,10.3.0.18,10.3.0.13,7,8764
538,18,24,10.2.0.15,10.2.0.21,4,1844
539,20,13,10.2.0.17,10.2.0.10,2,2484
540,32,27,10.3.0.17,10.3.0.12,18,7902
541,7,10,10.1.0.16,10.1.0.19,6,3240
542,34,25,10.3.0.19,10.3.0.10,12,4236
543,36,31,10.3.0.21,10.3.0.16,12,9396
544,22,24,10.2.0.19,10.2.0.21,6,2766
545,9,8,10.1.0.18,10.1.0.17,10,2790
546,30,25,10.3.0.15,10.3.0.10,17,17068
547,1,11,10.1.0.10,10.1.0.20,3,543
548,4,21,10.1.0.13,10.2.0.18,14,6538
549,29,26,10.3.0.14,10.3.0.11,15,15435
550,13,16,10.2.0.10,10.2.0.13,10,7640
551,26,25,10.3.0.11,10.3.0.10,9,6975
552,18,35,10.2.0.15,10.3.0.20,15,18990
553,16,24,10.2.0.13,10.2.0.21,10,8760
554,21,22,10.2.0.18,10.2.0.19,2,2676
555,18,15,10.2.0.15,10.2.0.12,13,7280
556,12,1,10.1.0.21,10.1.0.10,20,7120
557,36,2,10.3.0.21,10.1.0.11,19,18791
558,12,4,10.1.0.21,10.1.0.13,12,7308
559,5,3,10.1.0.14,10.1.0.12,7,1638
560,36,30,10.3.0.21,10.3.0.15,12,11040
561,4,27,10.1.0.13,10.3.0.12,5,3770
562,10,1,10.1.0.19,10.1.0.10,11,5555
563,31,26,10.3.0.16,10.3.0.11,18,8748
564,10,13,10.1.0.19,10.2.0.10,17,18666
565,13,12,10.2.0.10,10.1.0.21,4,1604
566,9,17,10.1.0.18,10.2.0.14,11,7183
567,24,21,10.2.0.21,10.2.0.18,16,19872
568,12,4,10.1.0.21,10.1.0.13,6,7002
569,22,24,10.2.0.19,10.2.0.21,7,8197
570,23,16,10.2.0.20,10.2.0.13,19,3990
571,17,15,10.2.0.14,10.2.0.12,11,15147
572,25,35,10.3.0.10,10.3.0.20,18,15714
573,5,1,10.1.0.14,10.1.0.10,11,11033
574,35,13,10.3.0.20,10.2.0.10,16,11376
575,26,35,10.3.0.11,10.3.0.20,4,4908
576,36,18,10.3.0.21,10.2.0.15,14,5866
577,3,8,10.1.0.12,10.1.0.17,15,9330
578,26,33,10.3.0.11,10.3.0.18,16,4640
579,1,3,10.1.0.10,10.1.0.12,9,2340
580,7,9,10.1.0.16,10.1.0.18,20,5900
581,35,26,10.3.0.20,10.3.0.11,2,970
582,9,10,10.1.0.18,10.1.0.19,15,9150
583,28,26,10.3.0.13,10.3.0.11,3,2469
584,9,10,10.1.0.18,10.1.0.19,11,5269
585,28,3,10.3.0.13,10.1.0.12,12,15864
586,9,6,10.1.0.18,10.1.0.15,7,2051
587,6,4,10.1.0.15,10.1.0.13,7,3647
588,29,32,10.3.0.14,10.3.0.17,20,11580
589,32,29,10.3.0.17,10.3.0.14,10,7880
590,32,33,10.3.0.17,10.3.0.18,13,16211
591,18,19,10.2.0.15,10.2.0.16,13,7449
592,35,30,10.3.0.20,10.3.0.15,5,5380
593,2,5,10.1.0.11,10.1.0.14,20,21640
594,3,26,10.1.0.12,10.3.0.11,19,26315
595,29,27,10.3.0.14,10.3.0.12,17,15861
596,6,11,10.1.0.15,10.1.0.20,15,4185
597,4,12,10.1.0.13,10.1.0.21,10,1940
598,15,24,10.2.0.12,10.2.0.21,2,2208
599,24,17,10.2.0.21,10.2.0.14,14,2590
600,16,23,10.2.0.13,10.2.0.20,15,14955
601,12,11,10.1.0.21,10.1.0.20,14,4648
602,6,3,10.1.0.15,10.1.0.12,3,960
603,4,6,10.1.0.13,10.1.0.15,20,8740
604,26,30,10.3.0.11,10.3.0.15,16,10272
605,1,10,10.1.0.10,10.1.0.19,14,4564
606,32,6,10.3.0.17,10.1.0.15,12,9528
607,5,11,10.1.0.14,10.1.0.20,5,3120
608,18,25,10.2.0.15,10.3.0.10,4,4104
609,30,35,10.3.0.15,10.3.0.20,7,5509
610,29,27,10.3.0.14,10.3.0.12,3,3825
611,4,7,10.1.0.13,10.1.0.16,14,2758
612,4,6,10.1.0.13,10.1.0.15,20,19880
613,36,25,10.3.0.21,10.3.0.10,6,4392
614,9,4,10.1.0.18,10.1.0.13,12,14412
615,15,19,10.2.0.12,10.2.0.16,2,760
616,5,11,10.1.0.14,10.1.0.20,5,6755
617,33,30,10.3.0.18,10.3.0.15,7,5173
618,25,29,10.3.0.10,10.3.0.14,18,23490
619,31,30,10.3.0.16,10.3.0.15,9,10440
620,28,17,10.3.0.13,10.2.0.14,19,15827
621,3,9,10.1.0.12,10.1.0.18,19,23142
622,2,7,10.1.0.11,10.1.0.16,20,22540
623,2,18,10.1.0.11,10.2.0.15,3,2259
624,7,12,10.1.0.16,10.1.0.21,14,12908
625,35,32,10.3.0.20,10.3.0.17,14,14840
626,4,6,10.1.0.13,10.1.0.15,13,5551
627,26,31,10.3.0.11,10.3.0.16,2,904
628,24,16,10.2.0.21,10.2.0.13,16,11616
629,20,24,10.2.0.17,10.2.0.21,9,3897
630,25,27,10.3.0.10,10.3.0.12,19,14421
631,14,15,10.2.0.11,10.2.0.12,3,2706
632,28,34,10.3.0.13,10.3.0.19,16,16592
633,17,21,10.2.0.14,10.2.0.18,11,3872
634,23,1,10.2.0.20,10.1.0.10,9,10332
635,21,15,10.2.0.18,10.2.0.12,14,10052
636,7,9,10.1.0.16,10.1.0.18,3,3264
637,31,30,10.3.0.16,10.3.0.15,16,7248
638,5,11,10.1.0.14,10.1.0.20,4,1720
639,26,8,10.3.0.11,10.1.0.17,20,4760
640,25,35,10.3.0.10,10.3.0.20,13,9152
641,4,1,10.1.0.13,10.1.0.10,11,2662
642,26,12,10.3.0.11,10.1.0.21,6,1356
643,36,34,10.3.0.21,10.3.0.19,20,17600
644,26,7,10.3.0.11,10.1.0.16,16,21840
645,24,18,10.2.0.21,10.2.0.15,15,4905
646,6,11,10.1.0.15,10.1.0.20,5,3265
647,12,8,10.1.0.21,10.1.0.17,10,5120
648,7,1,10.1.0.16,10.1.0.10,12,12468
649,30,33,10.3.0.15,10.3.0.18,5,5820
650,21,16,10.2.0.18,10.2.0.13,2,1512
651,10,20,10.1.0.19,10.2.0.17,2,590
652,1,2,10.1.0.10,10.1.0.11,10,9620
653,36,26,10.3.0.21,10.3.0.11,14,18508
654,15,20,10.2.0.12,10.2.0.17,6,3744
655,18,16,10.2.0.15,10.2.0.13,11,13420
656,35,27,10.3.0.20,10.3.0.12,8,5376
657,14,2,10.2.0.11,10.1.0.11,14,15498
658,33,29,10.3.0.18,10.3.0.14,12,2688
659,13,21,10.2.0.10,10.2.0.18,7,4382
660,12,34,10.1.0.21,10.3.0.19,12,5220
661,13,24,10.2.0.10,10.2.0.21,19,17765
662,4,1,10.1.0.13,10.1.0.10,3,3393
663,24,17,10.2.0.21,10.2.0.14,2,1424
664,1,8,10.1.0.10,10.1.0.17,16,19520
665,21,24,10.2.0.18,10.2.0.21,8,4784
666,28,34,10.3.0.13,10.3.0.19,3,792
667,34,28,10.3.0.19,10.3.0.13,16,13552
668,15,18,10.2.0.12,10.2.0.15,11,14861
669,1,10,10.1.0.10,10.1.0.19,11,10274
670,27,36,10.3.0.12,10.3.0.21,17,15011
671,16,20,10.2.0.13,10.2.0.17,13,12142
672,20,19,10.2.0.17,10.2.0.16,2,562
673,18,24,10.2.0.15,10.2.0.21,14,10234
674,23,14,10.2.0.20,10.2.0.11,19,11704
675,35,34,10.3.0.20,10.3.0.19,4,1184
676,34,25,10.3.0.19,10.3.0.10,7,1603
677,13,19,10.2.0.10,10.2.0.16,3,1668
678,16,23,10.2.0.13,10.2.0.20,5,1870
679,34,35,10.3.0.19,10.3.0.20,2,562
680,28,34,10.3.0.13,10.3.0.19,3,4053
681,23,18,10.2.0.20,10.2.0.15,5,955
682,32,25,10.3.0.17,10.3.0.10,19,8379
683,36,32,10.3.0.21,10.3.0.17,11,7898
684,36,33,10.3.0.21,10.3.0.18,9,5202
685,35,28,10.3.0.20,10.3.0.13,13,18122
686,16,18,10.2.0.13,10.2.0.15,5,6865
687,4,12,10.1.0.13,10.1.0.21,8,11096
688,33,35,10.3.0.18,10.3.0.20,16,20400
689,10,12,10.1.0.19,10.1.0.21,11,8844
690,14,15,10.2.0.11,10.2.0.12,13,4472
691,36,25,10.3.0.21,10.3.0.10,12,9660
692,1,10,10.1.0.10,10.1.0.19,16,18672
693,36,28,10.3.0.21,10.3.0.13,18,15030
694,33,26,10.3.0.18,10.3.0.11,3,1674
695,17,14,10.2.0.14,10.2.0.11,9,5283
696,15,20,10.2.0.12,10.2.0.17,12,15636
697,16,13,10.2.0.13,10.2.0.10,8,4440
698,26,10,10.3.0.11,10.1.0.19,8,4016
699,35,26,10.3.0.20,10.3.0.11,2,2702
700,6,7,10.1.0.15,10.1.0.16,8,9304
701,36,25,10.3.0.21,10.3.0.10,12,9696
702,19,15,10.2.0.16,10.2.0.12,19,18658
703,29,32,10.3.0.14,10.3.0.17,11,2904
704,34,30,10.3.0.19,10.3.0.15,5,1195
705,34,32,10.3.0.19,10.3.0.17,4,3036
706,4,6,10.1.0.13,10.1.0.15,18,7848
707,18,19,10.2.0.15,10.2.0.16,7,6629
708,27,32,10.3.0.12,10.3.0.17,20,23000
709,9,6,10.1.0.18,10.1.0.15,3,3906
710,7,9,10.1.0.16,10.1.0.18,10,4430
711,9,6,10.1.0.18,10.1.0.15,11,4202
712,12,22,10.1.0.21,10.2.0.19,4,3908
713,10,4,10.1.0.19,10.1.0.13,16,13216
714,29,32,10.3.0.14,10.3.0.17,14,2688
715,16,23,10.2.0.13,10.2.0.20,13,13494
716,14,21,10.2.0.11,10.2.0.18,9,12060
717,10,7,10.1.0.19,10.1.0.16,19,26505
718,1,7,10.1.0.10,10.1.0.16,16,17744
719,22,17,10.2.0.19,10.2.0.14,6,7818
720,23,17,10.2.0.20,10.2.0.14,6,4002
721,5,1,10.1.0.14,10.1.0.10,11,14806
722,23,19,10.2.0.20,10.2.0.16,7,5810
723,22,15,10.2.0.19,10.2.0.12,20,13560
724,6,11,10.1.0.15,10.1.0.20,5,6245
725,8,3,10.1.0.17,10.1.0.12,5,4140
726,32,33,10.3.0.17,10.3.0.18,15,14145
727,34,27,10.3.0.19,10.3.0.12,14,8708
728,34,31,10.3.0.19,10.3.0.16,5,6955
729,22,13,10.2.0.19,10.2.0.10,14,17052
730,14,20,10.2.0.11,10.2.0.17,10,6360
731,3,1,10.1.0.12,10.1.0.10,16,19024
732,8,7,10.1.0.17,10.1.0.16,13,17121
733,9,1,10.1.0.18,10.1.0.10,12,15732
734,33,36,10.3.0.18,10.3.0.21,13,7254
735,33,26,10.3.0.18,10.3.0.11,18,11646
736,28,34,10.3.0.13,10.3.0.19,8,7200
737,11,6,10.1.0.20,10.1.0.15,10,9960
738,36,28,10.3.0.21,10.3.0.13,17,3502
739,30,35,10.3.0.15,10.3.0.20,12,3060
740,15,4,10.2.0.12,10.1.0.13,15,8040
741,16,23,10.2.0.13,10.2.0.20,14,18074
742,6,3,10.1.0.15,10.1.0.12,7,3409
743,1,11,10.1.0.10,10.1.0.20,2,2782
744,5,2,10.1.0.14,10.1.0.11,18,3816
745,9,1,10.1.0.18,10.1.0.10,18,19422
746,12,9,10.1.0.21,10.1.0.18,7,1939
747,34,31,10.3.0.19,10.3.0.16,2,1698
748,15,23,10.2.0.12,10.2.0.20,14,16450
749,25,31,10.3.0.10,10.3.0.16,4,1068
750,13,22,10.2.0.10,10.2.0.19,8,2312
751,1,10,10.1.0.10,10.1.0.19,11,7612
752,22,14,10.2.0.19,10.2.0.11,10,5470
753,26,25,10.3.0.11,10.3.0.10,5,6565
754,35,20,10.3.0.20,10.2.0.17,4,5192
755,6,4,10.1.0.15,10.1.0.13,10,6360
756,19,22,10.2.0.16,10.2.0.19,15,3360
757,18,22,10.2.0.15,10.2.0.19,14,5656
758,8,19,10.1.0.17,10.2.0.16,12,12624
759,6,12,10.1.0.15,10.1.0.21,16,9072
760,36,31,10.3.0.21,10.3.0.16,14,13216
761,9,2,10.1.0.18,10.1.0.11,9,7038
762,22,16,10.2.0.19,10.2.0.13,8,7760
763,26,27,10.3.0.11,10.3.0.12,12,11124
764,32,30,10.3.0.17,10.3.0.15,20,8080
765,12,7,10.1.0.21,10.1.0.16,6,1170
766,26,4,10.3.0.11,10.1.0.13,20,6580
767,4,5,10.1.0.13,10.1.0.14,17,12529
768,6,2,10.1.0.15,10.1.0.11,12,11940
769,32,29,10.3.0.17,10.3.0.14,7,6307
770,3,10,10.1.0.12,10.1.0.19,17,12886
771,7,6,10.1.0.16,10.1.0.15,11,4059
772,32,36,10.3.0.17,10.3.0.21,3,2367
773,5,3,10.1.0.14,10.1.0.12,8,10240
774,25,28,10.3.0.10,10.3.0.13,13,16068
775,18,17,10.2.0.15,10.2.0.14,9,5607
776,18,8,10.2.0.15,10.1.0.17,7,5677
777,20,24,10.2.0.17,10.2.0.21,11,9493
778,25,23,10.3.0.10,10.2.0.20,19,24358
779,13,14,10.2.0.10,10.2.0.11,7,2709
780,11,3,10.1.0.20,10.1.0.12,15,20775
781,16,14,10.2.0.13,10.2.0.11,6,5322
782,14,25,10.2.0.11,10.3.0.10,17,14943
783,24,23,10.2.0.21,10.2.0.20,19,26486
784,31,11,10.3.0.16,10.1.0.20,14,13860
785,36,8,10.3.0.21,10.1.0.17,17,11254
786,18,14,10.2.0.15,10.2.0.11,7,2646
787,30,36,10.3.0.15,10.3.0.21,12,13260
788,24,16,10.2.0.21,10.2.0.13,15,20745
789,35,28,10.3.0.20,10.3.0.13,10,8640
790,7,9,10.1.0.16,10.1.0.18,11,4334
791,10,11,10.1.0.19,10.1.0.20,16,17456
792,27,35,10.3.0.12,10.3.0.20,17,21335
793,35,11,10.3.0.20,10.1.0.20,3,810
794,11,8,10.1.0.20,10.1.0.17,11,2145
795,36,34,10.3.0.21,10.3.0.19,8,5944
796,5,4,10.1.0.14,10.1.0.13,2,1382
797,11,22,10.1.0.20,10.2.0.19,15,18465
798,1,10,10.1.0.10,10.1.0.19,15,20895
799,2,7,10.1.0.11,10.1.0.16,3,2217
800,13,16,10.2.0.10,10.2.0.13,15,17955
801,17,20,10.2.0.14,10.2.0.17,13,6994
802,23,13,10.2.0.20,10.2.0.10,9,6417
803,16,21,10.2.0.13,10.2.0.18,6,4176
804,12,2,10.1.0.21,10.1.0.11,10,5630
805,24,17,10.2.0.21,10.2.0.14,7,1876
806,33,26,10.3.0.18,10.3.0.11,6,1656
807,20,22,10.2.0.17,10.2.0.19,15,13800
808,11,6,10.1.0.20,10.1.0.15,4,2812
809,35,29,10.3.0.20,10.3.0.14,7,9443
810,10,7,10.1.0.19,10.1.0.16,13,12207
811,6,10,10.1.0.15,10.1.0.19,17,21029
812,28,34,10.3.0.13,10.3.0.19,16,6128
813,2,4,10.1.0.11,10.1.0.13,6,8358
814,17,22,10.2.0.14,10.2.0.19,5,3920
815,32,30,10.3.0.17,10.3.0.15,14,7560
816,35,36,10.3.0.20,10.3.0.21,13,10881
817,36,27,10.3.0.21,10.3.0.12,12,10824
818,6,3,10.1.0.15,10.1.0.12,13,2769
819,25,32,10.3.0.10,10.3.0.17,12,11676
820,32,31,10.3.0.17,10.3.0.16,2,754
821,35,14,10.3.0.20,10.2.0.11,9,11781
822,30,28,10.3.0.15,10.3.0.13,4,1624
823,17,11,10.2.0.14,10.1.0.20,19,4313
824,29,13,10.3.0.14,10.2.0.10,7,2646
825,36,26,10.3.0.21,10.3.0.11,2,958
826,22,18,10.2.0.19,10.2.0.15,9,12330
827,1,18,10.1.0.10,10.2.0.15,14,14154
828,2,15,10.1.0.11,10.2.0.12,14,19348
829,35,2,10.3.0.20,10.1.0.11,9,2943
830,16,17,10.2.0.13,10.2.0.14,16,16544
831,23,24,10.2.0.20,10.2.0.21,18,17658
832,35,33,10.3.0.20,10.3.0.18,8,7464
833,20,32,10.2.0.17,10.3.0.17,12,9936
834,27,25,10.3.0.12,10.3.0.10,7,4067
835,6,3,10.1.0.15,10.1.0.12,7,8120
836,13,15,10.2.0.10,10.2.0.12,11,9306
837,6,3,10.1.0.15,10.1.0.12,15,19080
838,12,3,10.1.0.21,10.1.0.12,8,2312
839,7,8,10.1.0.16,10.1.0.17,12,16068
840,16,15,10.2.0.13,10.2.0.12,4,1800
841,29,32,10.3.0.14,10.3.0.17,5,5055
842,24,15,10.2.0.21,10.2.0.12,7,7280
843,31,32,10.3.0.16,10.3.0.17,20,5020
844,25,2,10.3.0.10,10.1.0.11,15,18570
845,9,8,10.1.0.18,10.1.0.17,8,6232
846,6,28,10.1.0.15,10.3.0.13,11,14113
847,24,19,10.2.0.21,10.2.0.16,12,9648
848,14,16,10.2.0.11,10.2.0.13,3,1785
849,11,12,10.1.0.20,10.1.0.21,6,3234
850,27,25,10.3.0.12,10.3.0.10,15,4845
851,3,1,10.1.0.12,10.1.0.10,12,16344
852,1,12,10.1.0.10,10.1.0.21,16,9680
853,16,18,10.2.0.13,10.2.0.15,20,19700
854,30,28,10.3.0.15,10.3.0.13,10,2580
855,34,29,10.3.0.19,10.3.0.14,18,12816
856,1,7,10.1.0.10,10.1.0.16,5,4265
857,7,2,10.1.0.16,10.1.0.11,9,2907
858,19,17,10.2.0.16,10.2.0.14,11,4994
859,16,22,10.2.0.13,10.2.0.19,18,17262
860,25,34,10.3.0.10,10.3.0.19,9,3510
861,4,10,10.1.0.13,10.1.0.19,20,24940
862,16,11,10.2.0.13,10.1.0.20,8,6000
863,18,15,10.2.0.15,10.2.0.12,6,6096
864,23,17,10.2.0.20,10.2.0.14,15,19830
865,35,29,10.3.0.20,10.3.0.14,7,2835
866,21,9,10.2.0.18,10.1.0.18,9,6912
867,2,11,10.1.0.11,10.1.0.20,9,11250
868,16,15,10.2.0.13,10.2.0.12,4,2356
869,25,20,10.3.0.10,10.2.0.17,2,1612
870,4,17,10.1.0.13,10.2.0.14,17,12631
871,26,28,10.3.0.11,10.3.0.13,8,10544
872,1,3,10.1.0.10,10.1.0.12,7,9632
873,9,2,10.1.0.18,10.1.0.11,2,822
874,5,2,10.1.0.14,10.1.0.11,8,7912
875,1,8,10.1.0.10,10.1.0.17,4,4868
876,23,21,10.2.0.20,10.2.0.18,7,4305
877,36,32,10.3.0.21,10.3.0.17,16,15568
878,12,10,10.1.0.21,10.1.0.19,20,6160
879,10,4,10.1.0.19,10.1.0.13,5,3285
880,4,1,10.1.0.13,10.1.0.10,3,3321
881,10,35,10.1.0.19,10.3.0.20,12,12732
882,24,29,10.2.0.21,10.3.0.14,9,3276
883,2,9,10.1.0.11,10.1.0.18,15,13680
884,32,26,10.3.0.17,10.3.0.11,17,8738
885,12,8,10.1.0.21,10.1.0.17,19,22477
886,33,25,10.3.0.18,10.3.0.10,19,11020
887,29,32,10.3.0.14,10.3.0.17,18,15822
888,32,27,10.3.0.17,10.3.0.12,12,2460
889,10,1,10.1.0.19,10.1.0.10,13,5785
890,21,16,10.2.0.18,10.2.0.13,13,8749
891,6,12,10.1.0.15,10.1.0.21,9,5670
892,1,2,10.1.0.10,10.1.0.11,7,4025
893,24,16,10.2.0.21,10.2.0.13,2,1432
894,17,19,10.2.0.14,10.2.0.16,14,10234
895,25,36,10.3.0.10,10.3.0.21,19,20482
896,11,2,10.1.0.20,10.1.0.11,15,10455
897,29,35,10.3.0.14,10.3.0.20,2,1508
898,16,13,10.2.0.13,10.2.0.10,18,5868
899,5,19,10.1.0.14,10.2.0.16,4,3052
900,22,21,10.2.0.19,10.2.0.18,8,2920
901,36,35,10.3.0.21,10.3.0.20,8,9960
902,25,36,10.3.0.10,10.3.0.21,3,1665
903,32,34,10.3.0.17,10.3.0.19,19,9804
904,10,6,10.1.0.19,10.1.0.15,20,20620
905,6,4,10.1.0.15,10.1.0.13,16,20480
906,23,15,10.2.0.20,10.2.0.12,10,5270
907,12,35,10.1.0.21,10.3.0.20,5,4900
908,14,2,10.2.0.11,10.1.0.11,5,4770
909,32,20,10.3.0.17,10.2.0.17,19,6878
910,32,34,10.3.0.17,10.3.0.19,18,9684
911,3,1,10.1.0.12,10.1.0.10,14,11648
912,28,26,10.3.0.13,10.3.0.11,16,3344
913,5,4,10.1.0.14,10.1.0.13,14,8162
914,34,33,10.3.0.19,10.3.0.18,2,502
915,8,1,10.1.0.17,10.1.0.10,17,14943
916,10,26,10.1.0.19,10.3.0.11,20,17040
917,3,13,10.1.0.12,10.2.0.10,17,17000
918,32,34,10.3.0.17,10.3.0.19,2,1148
919,35,26,10.3.0.20,10.3.0.11,7,2303
920,4,5,10.1.0.13,10.1.0.14,16,3072
921,12,1,10.1.0.21,10.1.0.10,10,5880
922,21,22,10.2.0.18,10.2.0.19,3,2820
923,10,36,10.1.0.19,10.3.0.21,7,8652
924,16,24,10.2.0.13,10.2.0.21,19,11647
925,31,29,10.3.0.16,10.3.0.14,5,6015
926,28,27,10.3.0.13,10.3.0.12,10,13870
927,7,25,10.1.0.16,10.3.0.10,18,17046
928,4,24,10.1.0.13,10.2.0.21,2,1308
929,33,2,10.3.0.18,10.1.0.11,14,3444
930,3,7,10.1.0.12,10.1.0.16,15,19575
931,6,4,10.1.0.15,10.1.0.13,14,9170
932,34,13,10.3.0.19,10.2.0.10,8,9248
933,3,2,10.1.0.12,10.1.0.11,10,10040
934,5,1,10.1.0.14,10.1.0.10,19,24263
935,16,20,10.2.0.13,10.2.0.17,5,4835
936,31,3,10.3.0.16,10.1.0.12,7,7427
937,23,15,10.2.0.20,10.2.0.12,17,13328
938,25,34,10.3.0.10,10.3.0.19,4,4628
939,5,30,10.1.0.14,10.3.0.15,11,12683
940,2,36,10.1.0.11,10.3.0.21,13,2964
941,19,18,10.2.0.16,10.2.0.15,18,23364
942,36,32,10.3.0.21,10.3.0.17,11,14135
943,19,17,10.2.0.16,10.2.0.14,15,5415
944,6,9,10.1.0.15,10.1.0.18,10,13470
945,35,27,10.3.0.20,10.3.0.12,16,14448
946,26,30,10.3.0.11,10.3.0.15,10,9860
947,10,11,10.1.0.19,10.1.0.20,19,5909
948,3,30,10.1.0.12,10.3.0.15,2,544
949,12,10,10.1.0.21,10.1.0.19,2,2256
950,4,21,10.1.0.13,10.2.0.18,5,3290
951,31,21,10.3.0.16,10.2.0.18,3,1785
952,6,1,10.1.0.15,10.1.0.10,15,20670
953,32,27,10.3.0.17,10.3.0.12,18,4320
954,16,15,10.2.0.13,10.2.0.12,8,10856
955,5,11,10.1.0.14,10.1.0.20,10,13840
956,2,4,10.1.0.11,10.1.0.13,20,17620
957,10,11,10.1.0.19,10.1.0.20,13,16848
958,16,15,10.2.0.13,10.2.0.12,11,5049
959,23,14,10.2.0.20,10.2.0.11,19,7543
960,14,18,10.2.0.11,10.2.0.15,6,7578
961,4,6,10.1.0.13,10.1.0.15,3,3147
962,17,24,10.2.0.14,10.2.0.21,19,15979
963,26,35,10.3.0.11,10.3.0.20,11,11396
964,33,35,10.3.0.18,10.3.0.20,2,2598
965,15,19,10.2.0.12,10.2.0.16,16,22016
966,25,32,10.3.0.10,10.3.0.17,11,5599
967,28,34,10.3.0.13,10.3.0.19,20,27900
968,17,22,10.2.0.14,10.2.0.19,20,22240
969,15,17,10.2.0.12,10.2.0.14,20,22080
970,27,28,10.3.0.12,10.3.0.13,7,1666
971,33,13,10.3.0.18,10.2.0.10,9,4968
972,3,8,10.1.0.12,10.1.0.17,6,3396
973,12,3,10.1.0.21,10.1.0.12,20,4100
974,32,9,10.3.0.17,10.1.0.18,6,6432
975,16,2,10.2.0.13,10.1.0.11,11,2321
976,6,10,10.1.0.15,10.1.0.19,11,9218
977,27,36,10.3.0.12,10.3.0.21,8,6144
978,14,13,10.2.0.11,10.2.0.10,6,2562
979,16,13,10.2.0.13,10.2.0.10,16,6832
980,2,7,10.1.0.11,10.1.0.16,9,8730
981,4,10,10.1.0.13,10.1.0.19,11,11143
982,28,33,10.3.0.13,10.3.0.18,5,5070
983,30,22,10.3.0.15,10.2.0.19,14,11018
984,15,22,10.2.0.12,10.2.0.19,5,5460
985,14,24,10.2.0.11,10.2.0.21,2,482
986,1,6,10.1.0.10,10.1.0.15,5,3390
987,23,6,10.2.0.20,10.1.0.15,10,11210
988,8,1,10.1.0.17,10.1.0.10,20,22320
989,14,15,10.2.0.11,10.2.0.12,5,3175
990,33,29,10.3.0.18,10.3.0.14,3,3783
991,28,25,10.3.0.13,10.3.0.10,18,12420
992,26,36,10.3.0.11,10.3.0.21,16,15296
993,29,34,10.3.0.14,10.3.0.19,15,14640
994,33,26,10.3.0.18,10.3.0.11,5,4110
995,29,32,10.3.0.14,10.3.0.17,13,10348
996,14,13,10.2.0.11,10.2.0.10,12,8808
997,18,17,10.2.0.15,10.2.0.14,8,4048
998,30,33,10.3.0.15,10.3.0.18,9,5112
999,34,32,10.3.0.19,10.3.0.17,3,1320
1000,30,26,10.3.0.15,10.3.0.11,18,6408
1001,17,23,10.2.0.14,10.2.0.20,2,1384
1002,29,33,10.3.0.14,10.3.0.18,17,8636
1003,19,21,10.2.0.16,10.2.0.18,12,16596
1004,4,6,10.1.0.13,10.1.0.15,15,13590
1005,23,15,10.2.0.20,10.2.0.12,15,9195
1006,13,9,10.2.0.10,10.1.0.18,18,18576
1007,12,10,10.1.0.21,10.1.0.19,2,1232
1008,28,33,10.3.0.13,10.3.0.18,12,10608
1009,1,17,10.1.0.10,10.2.0.14,5,5035
1010,22,21,10.2.0.19,10.2.0.18,16,20672
1011,1,6,10.1.0.10,10.1.0.15,10,3120
1012,17,19,10.2.0.14,10.2.0.16,9,3474
1013,23,13,10.2.0.20,10.2.0.10,3,3639
1014,22,8,10.2.0.19,10.1.0.17,7,9527
1015,1,6,10.1.0.10,10.1.0.15,13,5291
1016,32,26,10.3.0.17,10.3.0.11,17,11730
1017,24,13,10.2.0.21,10.2.0.10,15,11565
1018,30,31,10.3.0.15,10.3.0.16,20,13900
1019,12,10,10.1.0.21,10.1.0.19,8,9512
1020,35,30,10.3.0.20,10.3.0.15,6,1644
1021,9,1,10.1.0.18,10.1.0.10,19,13547
1022,36,35,10.3.0.21,10.3.0.20,5,5320
1023,29,18,10.3.0.14,10.2.0.15,17,16677
1024,6,2,10.1.0.15,10.1.0.11,17,16031
1025,3,9,10.1.0.12,10.1.0.18,19,7505
1026,25,23,10.3.0.10,10.2.0.20,15,15285
1027,1,9,10.1.0.10,10.1.0.18,20,25700
1028,14,22,10.2.0.11,10.2.0.19,14,9618
1029,31,25,10.3.0.16,10.3.0.10,11,9438
1030,24,13,10.2.0.21,10.2.0.10,4,3008
1031,21,14,10.2.0.18,10.2.0.11,18,4842
1032,34,30,10.3.0.19,10.3.0.15,18,20610
