src_ip,dst_ip,src_vlan,dst_vlan,bytes_sum,n_flujos
10.2.0.17,10.1.0.11,2,3,46722,3
10.3.0.19,10.3.0.15,1,3,88516,5
10.1.0.20,10.2.0.12,4,3,1207,1
10.1.0.21,10.2.0.21,3,3,17280,1
10.1.0.17,10.2.0.18,2,2,308,1
10.1.0.15,10.3.0.12,4,4,14580,1
10.3.0.19,10.1.0.17,1,2,2772,1
10.1.0.12,10.2.0.16,1,2,8634,1
10.1.0.15,10.3.0.13,4,3,54580,2
10.1.0.13,10.3.0.14,4,2,4173,1
10.2.0.21,10.3.0.13,3,3,6108,1
10.3.0.12,10.2.0.12,4,3,15400,1
10.2.0.14,10.1.0.21,3,3,23870,1
10.2.0.11,10.3.0.13,2,3,19569,1
10.3.0.20,10.2.0.12,2,3,19716,1
10.2.0.18,10.3.0.11,2,3,29472,1
10.3.0.17,10.1.0.11,2,3,27898,1
10.1.0.20,10.1.0.13,4,4,28954,3
10.2.0.17,10.3.0.16,2,4,1781,1
10.3.0.16,10.1.0.20,4,4,25599,1
10.3.0.20,10.1.0.16,2,2,61560,1
10.2.0.12,10.2.0.20,3,3,95221,4
10.1.0.19,10.3.0.14,4,2,12864,1
10.3.0.19,10.1.0.14,1,4,13806,1
10.3.0.10,10.2.0.10,2,1,16585,1
10.3.0.11,10.2.0.18,3,2,37804,1
10.3.0.16,10.2.0.10,4,1,24948,1
10.3.0.10,10.2.0.17,2,2,21944,2
10.3.0.13,10.2.0.17,3,2,13824,1
10.1.0.16,10.1.0.19,2,4,69059,2
10.1.0.17,10.3.0.12,2,4,24397,1
10.2.0.18,10.1.0.11,2,3,5385,1
10.2.0.14,10.3.0.15,3,3,2640,1
10.3.0.17,10.1.0.19,2,4,52065,1
10.2.0.19,10.2.0.18,4,2,5796,1
10.1.0.15,10.2.0.20,4,3,29680,1
10.1.0.15,10.3.0.21,4,3,15974,1
10.1.0.17,10.1.0.18,2,4,51371,1
10.3.0.15,10.1.0.16,3,2,11914,1
10.1.0.11,10.1.0.18,3,4,39786,3
10.1.0.15,10.1.0.18,4,4,10962,1
10.2.0.21,10.1.0.16,3,2,12350,1
10.3.0.12,10.3.0.19,4,1,92798,3
10.2.0.18,10.1.0.14,2,4,1184,1
10.3.0.13,10.1.0.17,3,2,42120,1
10.1.0.12,10.3.0.11,1,3,44704,1
10.1.0.20,10.2.0.21,4,3,6314,1
10.1.0.12,10.2.0.14,1,3,6544,1
10.3.0.17,10.2.0.20,2,3,36768,1
10.2.0.10,10.3.0.19,1,1,20664,1
10.3.0.12,10.1.0.16,4,2,16691,2
10.3.0.19,10.3.0.11,1,3,34908,2
10.1.0.21,10.3.0.20,3,2,19080,1
10.2.0.11,10.2.0.12,2,3,38230,3
10.1.0.11,10.3.0.21,3,3,30184,1
10.2.0.16,10.3.0.20,2,2,15366,1
10.2.0.17,10.2.0.12,2,3,1676,1
10.2.0.11,10.3.0.21,2,3,14195,1
10.1.0.17,10.1.0.19,2,4,7391,1
10.1.0.13,10.1.0.19,4,4,44044,1
10.1.0.14,10.2.0.14,4,3,12996,1
10.1.0.17,10.2.0.13,2,4,48350,1
10.1.0.14,10.3.0.13,4,3,26586,1
10.1.0.19,10.3.0.19,4,1,23520,1
10.3.0.13,10.1.0.13,3,4,36372,1
10.3.0.10,10.2.0.19,2,4,23465,1
10.3.0.10,10.3.0.12,2,4,6895,1
10.1.0.18,10.3.0.10,4,2,30420,1
10.3.0.16,10.3.0.12,4,4,49245,1
10.1.0.12,10.3.0.16,1,4,9192,1
10.2.0.16,10.2.0.13,2,4,11031,2
10.3.0.18,10.2.0.18,4,2,7752,1
10.3.0.18,10.1.0.16,4,2,1659,1
10.1.0.11,10.3.0.12,3,4,14652,1
10.1.0.19,10.2.0.15,4,2,20445,2
10.1.0.10,10.2.0.16,2,2,1809,1
10.2.0.20,10.1.0.16,3,2,29520,1
10.3.0.13,10.3.0.20,3,2,14582,2
10.1.0.21,10.2.0.16,3,2,35389,1
10.3.0.12,10.3.0.15,4,3,7042,1
10.2.0.11,10.1.0.20,2,4,11520,1
10.2.0.14,10.3.0.16,3,4,19900,1
10.3.0.12,10.1.0.15,4,4,13770,1
10.3.0.21,10.1.0.15,3,4,3429,1
10.1.0.17,10.3.0.15,2,3,8502,1
10.2.0.19,10.3.0.20,4,2,13596,1
10.2.0.21,10.1.0.15,3,4,16218,1
10.3.0.14,10.1.0.11,2,3,15250,1
10.1.0.19,10.2.0.18,4,2,2502,1
10.1.0.16,10.3.0.11,2,3,10521,1
10.1.0.15,10.2.0.12,4,3,18020,1
10.2.0.15,10.3.0.13,2,3,416,1
10.1.0.12,10.2.0.19,1,4,630,1
10.1.0.13,10.2.0.20,4,3,2198,1
10.1.0.16,10.2.0.12,2,3,17442,1
