ts,src_id,dst_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms
355,26,29,10.3.0.11,10.3.0.14,12866,22,UDP,27,15174,214
356,18,23,10.2.0.15,10.2.0.20,2973,5031,UDP,1,1015,113
357,17,24,10.2.0.14,10.2.0.21,12593,5038,UDP,47,28999,612
358,22,17,10.2.0.19,10.2.0.14,53693,5048,UDP,25,31350,4746
359,14,17,10.2.0.11,10.2.0.14,25698,5040,TCP,34,38250,4460
360,22,19,10.2.0.19,10.2.0.16,23372,5003,UDP,33,16269,1837
361,12,34,10.1.0.21,10.3.0.19,14542,285,TCP,29,40948,4512
362,23,13,10.2.0.20,10.2.0.10,7725,5004,UDP,33,19767,2205
363,2,1,10.1.0.11,10.1.0.10,36760,258,TCP,43,36980,4005
364,34,28,10.3.0.19,10.3.0.13,25482,22,TCP,5,800,4642
365,23,21,10.2.0.20,10.2.0.18,27020,5055,UDP,19,14972,4799
366,1,10,10.1.0.10,10.1.0.19,40907,257,TCP,7,9996,4159
367,21,13,10.2.0.18,10.2.0.10,40337,5061,UDP,27,13689,2963
368,2,7,10.1.0.11,10.1.0.16,61833,83,TCP,23,21252,1788
369,6,21,10.1.0.15,10.2.0.18,8230,428,TCP,5,6800,1211
370,1,2,10.1.0.10,10.1.0.11,1396,208,TCP,5,2470,2164
371,9,2,10.1.0.18,10.1.0.11,60322,138,TCP,42,5292,424
372,28,34,10.3.0.13,10.3.0.19,62946,22,TCP,42,32928,895
373,1,16,10.1.0.10,10.2.0.13,61799,112,TCP,49,35721,3332
374,18,24,10.2.0.15,10.2.0.21,50401,5000,UDP,17,24123,1693
375,12,11,10.1.0.21,10.1.0.20,35589,235,TCP,10,14290,516
376,16,9,10.2.0.13,10.1.0.18,58627,5099,UDP,42,48468,4486
377,10,12,10.1.0.19,10.1.0.21,34008,267,TCP,21,5145,2976
378,5,25,10.1.0.14,10.3.0.10,37660,107,TCP,1,1208,4040
379,29,36,10.3.0.14,10.3.0.21,21199,22,UDP,46,29992,621
380,3,7,10.1.0.12,10.1.0.16,9801,173,TCP,17,10642,3761
381,22,24,10.2.0.19,10.2.0.21,34979,5042,UDP,16,7888,3576
382,34,28,10.3.0.19,10.3.0.13,62844,22,TCP,5,550,4797
383,6,7,10.1.0.15,10.1.0.16,52990,207,ICMP,5,4055,2579
384,19,15,10.2.0.16,10.2.0.12,43425,5092,UDP,40,35680,2632
385,3,30,10.1.0.12,10.3.0.15,14016,253,TCP,47,17108,3446
386,5,2,10.1.0.14,10.1.0.11,27208,125,TCP,25,10875,2414
387,11,8,10.1.0.20,10.1.0.17,36495,297,ICMP,13,12129,2670
388,4,17,10.1.0.13,10.2.0.14,44401,317,TCP,11,4422,1160
389,18,14,10.2.0.15,10.2.0.11,56507,5032,UDP,8,7808,1386
390,29,34,10.3.0.14,10.3.0.19,51460,22,TCP,31,31527,59
391,16,23,10.2.0.13,10.2.0.20,46364,5059,UDP,40,38880,2000
392,35,32,10.3.0.20,10.3.0.17,60310,22,TCP,42,29358,3847
393,28,32,10.3.0.13,10.3.0.17,16720,22,UDP,27,15795,1124
394,15,13,10.2.0.12,10.2.0.10,33667,5009,UDP,26,22828,1353
395,20,21,10.2.0.17,10.2.0.18,63071,5024,UDP,8,5368,4510
396,8,17,10.1.0.17,10.2.0.14,12795,89,TCP,27,34614,2465
397,25,32,10.3.0.10,10.3.0.17,2646,22,TCP,33,18810,4695
398,9,2,10.1.0.18,10.1.0.11,40412,441,TCP,5,4890,4254
399,14,20,10.2.0.11,10.2.0.17,25121,5047,UDP,26,2548,3914
400,30,34,10.3.0.15,10.3.0.19,39711,22,TCP,19,2527,2700
401,34,18,10.3.0.19,10.2.0.15,38967,22,TCP,46,16330,758
402,32,34,10.3.0.17,10.3.0.19,49635,22,TCP,30,14580,13
403,17,21,10.2.0.14,10.2.0.18,50080,5098,UDP,42,3948,4050
404,15,26,10.2.0.12,10.3.0.11,27697,5006,TCP,36,16956,2177
405,30,16,10.3.0.15,10.2.0.13,11391,22,TCP,10,4750,1267
406,1,11,10.1.0.10,10.1.0.20,65050,95,TCP,25,6275,4276
407,1,10,10.1.0.10,10.1.0.19,57711,86,TCP,17,7769,3989
408,10,12,10.1.0.19,10.1.0.21,37659,306,TCP,28,17444,2727
409,30,34,10.3.0.15,10.3.0.19,27497,22,TCP,6,984,1709
410,15,17,10.2.0.12,10.2.0.14,2274,5009,UDP,37,28268,2104
411,22,14,10.2.0.19,10.2.0.11,20457,5046,UDP,18,1908,1035
412,34,23,10.3.0.19,10.2.0.20,9365,22,TCP,16,7376,2292
413,14,20,10.2.0.11,10.2.0.17,45483,5079,UDP,24,30000,3665
414,24,15,10.2.0.21,10.2.0.12,18976,5089,UDP,36,10080,3054
415,35,28,10.3.0.20,10.3.0.13,52621,22,TCP,33,30954,1243
416,8,5,10.1.0.17,10.1.0.14,40160,259,UDP,17,16456,3559
417,6,7,10.1.0.15,10.1.0.16,56956,302,TCP,26,37570,928
418,12,7,10.1.0.21,10.1.0.16,1856,158,TCP,45,12915,4773
419,5,3,10.1.0.14,10.1.0.12,52872,204,TCP,8,6888,814
420,21,23,10.2.0.18,10.2.0.20,30078,5055,UDP,30,5220,1241
421,29,31,10.3.0.14,10.3.0.16,3358,22,TCP,25,7025,4389
422,17,2,10.2.0.14,10.1.0.11,9606,5050,UDP,12,6276,4508
423,25,28,10.3.0.10,10.3.0.13,56832,22,TCP,37,25752,2000
424,14,23,10.2.0.11,10.2.0.20,20679,5032,UDP,28,4424,4792
425,18,21,10.2.0.15,10.2.0.18,61939,5091,ICMP,18,4482,245
426,10,4,10.1.0.19,10.1.0.13,17384,349,TCP,50,33000,1834
427,5,8,10.1.0.14,10.1.0.17,59547,216,TCP,42,36288,3313
428,24,34,10.2.0.21,10.3.0.19,55343,5100,UDP,33,32703,4876
429,31,34,10.3.0.16,10.3.0.19,33068,22,TCP,7,3192,819
430,30,36,10.3.0.15,10.3.0.21,49904,22,TCP,6,2706,3546
431,36,7,10.3.0.21,10.1.0.16,31281,22,TCP,9,10926,3559
432,18,15,10.2.0.15,10.2.0.12,55010,5014,UDP,38,41344,2990
433,31,35,10.3.0.16,10.3.0.20,63531,22,TCP,5,835,1475
434,16,19,10.2.0.13,10.2.0.16,64295,5001,ICMP,18,12762,646
435,12,1,10.1.0.21,10.1.0.10,19407,232,UDP,37,46879,126
436,19,21,10.2.0.16,10.2.0.18,3542,5100,UDP,24,4296,2298
437,13,16,10.2.0.10,10.2.0.13,54790,5074,UDP,16,14400,3073
438,11,5,10.1.0.20,10.1.0.14,28008,104,TCP,22,22858,3456
439,9,4,10.1.0.18,10.1.0.13,8693,87,TCP,16,15456,3499
440,16,13,10.2.0.13,10.2.0.10,45094,5091,UDP,13,2262,2655
441,1,9,10.1.0.10,10.1.0.18,20641,300,TCP,25,6775,2151
442,35,29,10.3.0.20,10.3.0.14,62837,22,TCP,34,29206,2978
443,23,17,10.2.0.20,10.2.0.14,52522,5077,ICMP,10,11860,3910
444,7,8,10.1.0.16,10.1.0.17,17560,154,UDP,42,46746,918
445,18,7,10.2.0.15,10.1.0.16,44507,5050,UDP,48,7392,4836
446,22,24,10.2.0.19,10.2.0.21,17907,5039,UDP,30,8520,782
447,7,1,10.1.0.16,10.1.0.10,3317,331,TCP,29,28159,4353
448,11,1,10.1.0.20,10.1.0.10,62541,138,UDP,21,28476,4071
449,26,27,10.3.0.11,10.3.0.12,30015,22,UDP,48,5664,3999
450,35,28,10.3.0.20,10.3.0.13,64781,22,TCP,8,904,1234
451,22,18,10.2.0.19,10.2.0.15,63912,5042,UDP,45,16425,3276
452,25,36,10.3.0.10,10.3.0.21,44913,22,ICMP,47,6815,1920
453,5,1,10.1.0.14,10.1.0.10,51183,190,TCP,32,15360,4950
454,31,36,10.3.0.16,10.3.0.21,53031,22,TCP,31,25637,4901
455,30,31,10.3.0.15,10.3.0.16,34029,22,TCP,14,7322,737
456,24,16,10.2.0.21,10.2.0.13,24285,5081,UDP,9,6687,2736
457,6,3,10.1.0.15,10.1.0.12,58755,333,TCP,39,14976,1590
458,4,6,10.1.0.13,10.1.0.15,35708,288,UDP,29,12209,704
459,8,5,10.1.0.17,10.1.0.14,14264,308,TCP,33,4125,1370
460,11,10,10.1.0.20,10.1.0.19,41417,98,TCP,34,45934,283
461,25,6,10.3.0.10,10.1.0.15,44196,22,TCP,25,7350,4270
462,24,22,10.2.0.21,10.2.0.19,46024,5066,UDP,28,21784,1857
463,1,3,10.1.0.10,10.1.0.12,19843,203,TCP,47,19552,1479
464,27,25,10.3.0.12,10.3.0.10,8582,22,TCP,6,1068,2745
465,35,31,10.3.0.20,10.3.0.16,50031,22,TCP,22,12232,2268
466,35,33,10.3.0.20,10.3.0.18,24326,22,TCP,4,5452,2167
467,15,11,10.2.0.12,10.1.0.20,43613,5001,UDP,10,8340,843
468,12,5,10.1.0.21,10.1.0.14,34028,122,TCP,19,14497,1131
469,16,22,10.2.0.13,10.2.0.19,42200,5086,UDP,32,35936,2055
470,7,11,10.1.0.16,10.1.0.20,62268,349,UDP,45,29160,1848
471,17,21,10.2.0.14,10.2.0.18,15559,5021,UDP,32,33504,2250
472,25,24,10.3.0.10,10.2.0.21,27817,22,TCP,10,8510,4490
473,13,19,10.2.0.10,10.2.0.16,29954,5003,UDP,44,29964,801
474,10,4,10.1.0.19,10.1.0.13,58142,327,TCP,26,5512,4671
475,7,6,10.1.0.16,10.1.0.15,27451,334,TCP,19,25954,115
476,23,15,10.2.0.20,10.2.0.12,16383,5098,UDP,7,798,957
477,5,2,10.1.0.14,10.1.0.11,43785,207,TCP,36,32076,580
478,31,33,10.3.0.16,10.3.0.18,20548,22,TCP,49,12152,3471
479,27,29,10.3.0.12,10.3.0.14,56438,22,TCP,14,17192,1672
480,7,2,10.1.0.16,10.1.0.11,5676,259,TCP,38,16302,4961
481,34,32,10.3.0.19,10.3.0.17,60950,22,TCP,19,5225,252
482,7,9,10.1.0.16,10.1.0.18,56984,298,TCP,8,9840,1378
483,12,8,10.1.0.21,10.1.0.17,54067,411,TCP,1,1370,1647
484,29,32,10.3.0.14,10.3.0.17,37958,22,ICMP,14,12166,113
485,10,1,10.1.0.19,10.1.0.10,15076,296,TCP,32,17632,3114
486,15,16,10.2.0.12,10.2.0.13,26261,5094,UDP,1,1130,206
487,10,8,10.1.0.19,10.1.0.17,22463,271,TCP,22,15202,2905
488,17,18,10.2.0.14,10.2.0.15,22918,5068,ICMP,37,16872,1892
489,4,6,10.1.0.13,10.1.0.15,55151,366,TCP,24,15936,1374
490,2,15,10.1.0.11,10.2.0.12,57794,122,TCP,6,4386,3016
491,5,4,10.1.0.14,10.1.0.13,64929,135,TCP,48,26688,4364
492,25,36,10.3.0.10,10.3.0.21,20837,22,ICMP,40,53600,1383
493,10,6,10.1.0.19,10.1.0.15,45992,441,TCP,26,12688,3824
494,33,27,10.3.0.18,10.3.0.12,29703,22,TCP,17,21590,4610
495,7,5,10.1.0.16,10.1.0.14,4844,424,TCP,32,40640,4490
496,30,4,10.3.0.15,10.1.0.13,14971,22,TCP,45,21330,398
497,30,33,10.3.0.15,10.3.0.18,51091,22,TCP,6,6750,131
498,5,4,10.1.0.14,10.1.0.13,22325,312,UDP,37,4921,300
499,8,1,10.1.0.17,10.1.0.10,37996,381,TCP,46,37812,4951
500,20,24,10.2.0.17,10.2.0.21,53257,5001,UDP,45,43605,3742
501,1,12,10.1.0.10,10.1.0.21,12431,242,TCP,7,1477,2417
502,11,1,10.1.0.20,10.1.0.10,34465,192,TCP,24,12744,2902
503,12,2,10.1.0.21,10.1.0.11,17725,306,ICMP,15,19080,2194
504,30,23,10.3.0.15,10.2.0.20,55230,22,TCP,21,7476,4193
505,28,27,10.3.0.13,10.3.0.12,64796,22,TCP,48,37968,4311
506,23,24,10.2.0.20,10.2.0.21,2154,5048,UDP,45,57510,255
507,24,13,10.2.0.21,10.2.0.10,35106,5063,UDP,47,13630,2990
508,13,18,10.2.0.10,10.2.0.15,64159,5093,UDP,17,20077,372
509,19,18,10.2.0.16,10.2.0.15,8642,5068,UDP,2,2748,4497
510,16,20,10.2.0.13,10.2.0.17,42633,5020,ICMP,6,2646,3611
511,23,15,10.2.0.20,10.2.0.12,32956,5081,UDP,3,3552,588
512,29,35,10.3.0.14,10.3.0.20,31635,22,TCP,3,4215,4911
513,22,18,10.2.0.19,10.2.0.15,35530,5072,ICMP,50,38950,3441
514,19,25,10.2.0.16,10.3.0.10,29186,5082,UDP,8,2360,621
515,24,23,10.2.0.21,10.2.0.20,8225,5097,UDP,39,34788,3587
516,17,18,10.2.0.14,10.2.0.15,17978,5066,UDP,42,57666,546
517,3,30,10.1.0.12,10.3.0.15,5929,92,TCP,39,51636,72
518,28,36,10.3.0.13,10.3.0.21,12854,22,TCP,43,61447,4175
519,3,2,10.1.0.12,10.1.0.11,5441,134,TCP,50,63850,373
520,9,14,10.1.0.18,10.2.0.11,44545,236,TCP,19,26809,686
521,20,17,10.2.0.17,10.2.0.14,3138,5099,UDP,12,17136,2878
522,10,11,10.1.0.19,10.1.0.20,60021,303,TCP,17,5457,2457
523,9,2,10.1.0.18,10.1.0.11,58885,117,TCP,19,14193,1929
524,9,15,10.1.0.18,10.2.0.12,30101,188,TCP,36,25632,1954
525,35,14,10.3.0.20,10.2.0.11,21650,22,UDP,36,47052,2341
526,30,36,10.3.0.15,10.3.0.21,48531,22,TCP,39,55887,3349
527,2,7,10.1.0.11,10.1.0.16,49839,178,TCP,40,58280,4977
528,17,22,10.2.0.14,10.2.0.19,50316,5099,UDP,38,18126,4946
529,28,34,10.3.0.13,10.3.0.19,18394,22,TCP,46,63020,2578
530,14,13,10.2.0.11,10.2.0.10,40810,5027,UDP,16,8304,513
531,8,13,10.1.0.17,10.2.0.10,64767,401,TCP,13,14105,2098
532,36,30,10.3.0.21,10.3.0.15,10282,22,TCP,39,29523,2700
533,27,36,10.3.0.12,10.3.0.21,32131,22,TCP,3,333,1275
534,8,6,10.1.0.17,10.1.0.15,51483,94,TCP,3,2091,2523
535,15,14,10.2.0.12,10.2.0.11,48926,5010,UDP,35,39060,2449
536,24,20,10.2.0.21,10.2.0.17,61804,5083,UDP,25,16050,4069
537,29,34,10.3.0.14,10.3.0.19,15309,22,TCP,3,246,4110
538,17,18,10.2.0.14,10.2.0.15,62075,5061,UDP,23,26220,1011
539,14,24,10.2.0.11,10.2.0.21,24547,5077,UDP,8,2656,1873
540,33,29,10.3.0.18,10.3.0.14,58182,22,TCP,19,2261,4236
541,16,18,10.2.0.13,10.2.0.15,50275,5095,UDP,40,15920,4089
542,26,35,10.3.0.11,10.3.0.20,12184,22,TCP,27,31644,878
543,21,18,10.2.0.18,10.2.0.15,32207,5038,UDP,28,19544,2403
544,27,29,10.3.0.12,10.3.0.14,53647,22,TCP,33,19998,1599
545,34,32,10.3.0.19,10.3.0.17,14796,22,ICMP,7,8715,730
546,17,23,10.2.0.14,10.2.0.20,28108,5001,TCP,36,42552,1354
547,19,21,10.2.0.16,10.2.0.18,64591,5058,UDP,20,12560,3659
548,22,16,10.2.0.19,10.2.0.13,46446,5024,UDP,18,25236,1815
549,31,28,10.3.0.16,10.3.0.13,57481,22,TCP,18,20430,309
550,27,32,10.3.0.12,10.3.0.17,58363,22,TCP,8,8080,3005
551,19,22,10.2.0.16,10.2.0.19,1096,5091,UDP,22,15576,553
552,17,19,10.2.0.14,10.2.0.16,11910,5039,UDP,18,3294,415
553,31,35,10.3.0.16,10.3.0.20,18693,22,TCP,40,27280,3156
554,7,24,10.1.0.16,10.2.0.21,51975,138,TCP,33,7788,111
555,25,34,10.3.0.10,10.3.0.19,32568,22,UDP,17,17918,4205
556,13,24,10.2.0.10,10.2.0.21,34297,5069,UDP,4,1524,1107
557,3,23,10.1.0.12,10.2.0.20,6687,435,TCP,37,42661,4845
558,26,33,10.3.0.11,10.3.0.18,14885,22,TCP,42,39354,348
559,21,24,10.2.0.18,10.2.0.21,45245,5017,ICMP,37,37888,130
560,2,12,10.1.0.11,10.1.0.21,25430,409,TCP,38,38646,2086
561,31,25,10.3.0.16,10.3.0.10,36864,22,TCP,26,4004,591
562,17,13,10.2.0.14,10.2.0.10,56880,5014,UDP,47,29798,2436
563,31,30,10.3.0.16,10.3.0.15,8933,22,TCP,22,24420,4857
564,1,7,10.1.0.10,10.1.0.16,9765,210,TCP,4,1840,3446
565,9,3,10.1.0.18,10.1.0.12,30534,226,TCP,31,41354,1642
566,22,17,10.2.0.19,10.2.0.14,62861,5072,UDP,48,8592,2735
567,21,15,10.2.0.18,10.2.0.12,60224,5085,UDP,27,1890,2584
568,2,12,10.1.0.11,10.1.0.21,45408,134,TCP,14,14126,3794
569,17,23,10.2.0.14,10.2.0.20,11354,5056,UDP,5,7205,2368
570,28,34,10.3.0.13,10.3.0.19,22783,22,TCP,26,36686,3881
571,2,10,10.1.0.11,10.1.0.19,21082,288,TCP,45,24930,917
572,30,36,10.3.0.15,10.3.0.21,52012,22,TCP,15,4710,1669
573,28,31,10.3.0.13,10.3.0.16,1759,22,ICMP,21,15519,4035
574,29,30,10.3.0.14,10.3.0.15,38077,22,TCP,17,13328,740
575,6,33,10.1.0.15,10.3.0.18,16869,103,TCP,3,2322,2348
576,35,31,10.3.0.20,10.3.0.16,23469,22,TCP,3,1512,1556
577,33,32,10.3.0.18,10.3.0.17,42440,22,TCP,19,12540,359
578,30,26,10.3.0.15,10.3.0.11,12785,22,TCP,49,56497,4001
579,14,23,10.2.0.11,10.2.0.20,11272,5048,UDP,47,59455,624
580,18,7,10.2.0.15,10.1.0.16,51348,5043,UDP,8,4360,1486
581,30,31,10.3.0.15,10.3.0.16,12332,22,TCP,36,20448,321
582,36,14,10.3.0.21,10.2.0.11,33486,22,TCP,4,304,2912
583,15,19,10.2.0.12,10.2.0.16,19987,5006,UDP,50,4750,3277
584,24,22,10.2.0.21,10.2.0.19,16226,5099,ICMP,44,32428,1796
585,32,28,10.3.0.17,10.3.0.13,13553,22,TCP,34,27574,3963
586,14,18,10.2.0.11,10.2.0.15,24142,5075,UDP,42,57708,1875
587,28,36,10.3.0.13,10.3.0.21,17080,22,TCP,15,15000,1410
588,32,36,10.3.0.17,10.3.0.21,34041,22,TCP,25,33575,1075
589,33,28,10.3.0.18,10.3.0.13,30512,22,TCP,39,3042,4338
590,15,14,10.2.0.12,10.2.0.11,10674,5086,UDP,28,34636,1722
591,24,30,10.2.0.21,10.3.0.15,37043,5022,UDP,16,8896,3225
592,21,17,10.2.0.18,10.2.0.14,45184,5033,UDP,38,33136,3283
593,18,24,10.2.0.15,10.2.0.21,51351,5043,UDP,30,28440,1562
594,18,14,10.2.0.15,10.2.0.11,60622,5057,UDP,12,2856,1660
595,30,28,10.3.0.15,10.3.0.13,24245,22,TCP,16,22304,2309
596,29,28,10.3.0.14,10.3.0.13,12145,22,TCP,31,25420,2443
597,31,29,10.3.0.16,10.3.0.14,10179,22,TCP,15,10815,4075
598,16,24,10.2.0.13,10.2.0.21,22692,5083,UDP,20,18140,1711
599,24,12,10.2.0.21,10.1.0.21,53212,5089,UDP,37,18130,4397
600,23,2,10.2.0.20,10.1.0.11,5971,5005,UDP,32,37344,1140
601,6,8,10.1.0.15,10.1.0.17,30907,142,UDP,24,23448,1355
602,17,24,10.2.0.14,10.2.0.21,7482,5036,UDP,24,2688,1976
603,14,16,10.2.0.11,10.2.0.13,36133,5099,UDP,38,34466,2360
604,9,1,10.1.0.18,10.1.0.10,42627,265,TCP,34,44608,493
605,17,13,10.2.0.14,10.2.0.10,26831,5015,UDP,37,5624,2013
606,35,34,10.3.0.20,10.3.0.19,29200,22,TCP,22,11352,1126
607,21,17,10.2.0.18,10.2.0.14,10432,5014,UDP,22,12078,2045
608,24,3,10.2.0.21,10.1.0.12,39530,5019,UDP,46,62652,4857
609,17,22,10.2.0.14,10.2.0.19,17817,5057,UDP,3,2877,2635
610,32,29,10.3.0.17,10.3.0.14,50896,22,TCP,49,18571,1194
611,3,1,10.1.0.12,10.1.0.10,56782,112,TCP,35,46165,4754
612,18,5,10.2.0.15,10.1.0.14,1342,5004,UDP,29,6061,4048
613,26,32,10.3.0.11,10.3.0.17,34035,22,TCP,25,18625,3408
614,1,11,10.1.0.10,10.1.0.20,2966,413,UDP,8,512,1457
615,21,14,10.2.0.18,10.2.0.11,37155,5023,UDP,28,40068,1147
616,31,36,10.3.0.16,10.3.0.21,41602,22,TCP,32,45056,3001
617,8,7,10.1.0.17,10.1.0.16,57587,148,TCP,11,6182,4275
618,27,36,10.3.0.12,10.3.0.21,44591,22,TCP,33,28050,4343
619,34,25,10.3.0.19,10.3.0.10,23014,22,TCP,19,23902,3843
620,12,9,10.1.0.21,10.1.0.18,59123,83,TCP,44,12012,3953
621,9,8,10.1.0.18,10.1.0.17,45544,282,TCP,17,7582,247
622,18,36,10.2.0.15,10.3.0.21,49175,5021,ICMP,24,2328,1779
623,28,30,10.3.0.13,10.3.0.15,51085,22,TCP,27,29241,4880
624,22,9,10.2.0.19,10.1.0.18,38262,5003,UDP,30,37920,2973
625,4,11,10.1.0.13,10.1.0.20,63864,132,TCP,20,17040,221
626,7,6,10.1.0.16,10.1.0.15,31726,97,TCP,15,16320,3995
627,3,27,10.1.0.12,10.3.0.12,52469,283,TCP,2,2310,4331
628,16,23,10.2.0.13,10.2.0.20,49564,5009,UDP,27,8046,4978
629,1,8,10.1.0.10,10.1.0.17,28496,167,TCP,22,5280,4362
630,28,33,10.3.0.13,10.3.0.18,55257,22,UDP,26,32162,2364
631,26,4,10.3.0.11,10.1.0.13,12548,22,TCP,48,39168,544
632,21,25,10.2.0.18,10.3.0.10,57888,5011,UDP,47,64014,4550
633,3,11,10.1.0.12,10.1.0.20,39936,326,TCP,14,13020,4347
634,30,26,10.3.0.15,10.3.0.11,47625,22,TCP,23,33488,2433
635,21,35,10.2.0.18,10.3.0.20,12633,5056,UDP,31,44702,2097
636,29,25,10.3.0.14,10.3.0.10,48885,22,TCP,6,7590,2603
637,5,10,10.1.0.14,10.1.0.19,4855,164,TCP,48,66720,3973
638,36,15,10.3.0.21,10.2.0.12,10460,22,TCP,18,23670,4185
639,2,10,10.1.0.11,10.1.0.19,33091,187,TCP,4,4196,3696
640,26,14,10.3.0.11,10.2.0.11,13969,22,TCP,35,45920,3371
641,32,34,10.3.0.17,10.3.0.19,35849,22,UDP,15,17805,1784
642,7,6,10.1.0.16,10.1.0.15,49092,399,TCP,12,5688,1475
643,23,19,10.2.0.20,10.2.0.16,28919,5014,UDP,6,1254,1865
644,15,22,10.2.0.12,10.2.0.19,4409,5049,UDP,44,52668,1977
645,19,14,10.2.0.16,10.2.0.11,29915,5098,UDP,12,2964,3920
646,29,31,10.3.0.14,10.3.0.16,6894,22,TCP,21,29988,1600
647,11,16,10.1.0.20,10.2.0.13,24797,369,TCP,25,27750,1583
648,16,17,10.2.0.13,10.2.0.14,65378,5087,UDP,32,9824,486
649,22,15,10.2.0.19,10.2.0.12,44221,5026,ICMP,41,59409,3964
650,4,6,10.1.0.13,10.1.0.15,38733,360,ICMP,5,6395,979
651,24,18,10.2.0.21,10.2.0.15,7696,5060,ICMP,18,15966,1077
652,10,9,10.1.0.19,10.1.0.18,9222,162,ICMP,33,15741,753
653,19,24,10.2.0.16,10.2.0.21,28461,5094,UDP,8,3744,1530
654,20,17,10.2.0.17,10.2.0.14,8973,5094,TCP,27,21816,918
655,25,32,10.3.0.10,10.3.0.17,29390,22,TCP,22,15224,173
656,15,18,10.2.0.12,10.2.0.15,28681,5005,UDP,6,7260,1821
657,7,11,10.1.0.16,10.1.0.20,48791,148,TCP,41,24026,3283
658,30,29,10.3.0.15,10.3.0.14,20837,22,TCP,46,62744,3411
659,9,3,10.1.0.18,10.1.0.12,49710,352,ICMP,41,21484,2268
660,14,23,10.2.0.11,10.2.0.20,2522,5047,UDP,50,34450,3931
661,14,22,10.2.0.11,10.2.0.19,16968,5060,UDP,16,13024,1179
662,32,27,10.3.0.17,10.3.0.12,35713,22,TCP,32,31360,3910
663,36,26,10.3.0.21,10.3.0.11,44715,22,UDP,46,35052,3362
664,2,5,10.1.0.11,10.1.0.14,19289,278,TCP,30,17370,2263
665,13,29,10.2.0.10,10.3.0.14,28121,5089,UDP,39,23439,3204
666,24,14,10.2.0.21,10.2.0.11,22634,5093,UDP,19,26505,2240
667,9,2,10.1.0.18,10.1.0.11,65081,330,TCP,45,23535,528
668,35,31,10.3.0.20,10.3.0.16,32789,22,TCP,39,18135,1113
669,7,28,10.1.0.16,10.3.0.13,36344,117,TCP,9,6777,1455
670,25,33,10.3.0.10,10.3.0.18,32632,22,TCP,8,5152,83
671,30,31,10.3.0.15,10.3.0.16,56985,22,TCP,43,55685,3243
672,3,11,10.1.0.12,10.1.0.20,8574,374,TCP,33,4455,702
673,4,8,10.1.0.13,10.1.0.17,8976,149,TCP,37,9361,922
674,36,10,10.3.0.21,10.1.0.19,29741,22,TCP,22,5104,843
675,25,30,10.3.0.10,10.3.0.15,44304,22,TCP,13,18031,3014
676,26,34,10.3.0.11,10.3.0.19,32726,22,TCP,7,1988,1770
677,15,19,10.2.0.12,10.2.0.16,41488,5028,UDP,33,23298,3061
678,2,5,10.1.0.11,10.1.0.14,5503,122,UDP,18,24570,3843
679,32,26,10.3.0.17,10.3.0.11,52146,22,TCP,7,6447,759
680,33,8,10.3.0.18,10.1.0.17,16226,22,ICMP,1,896,2042
681,32,34,10.3.0.17,10.3.0.19,46731,22,TCP,8,8008,4618
682,21,23,10.2.0.18,10.2.0.20,1282,5044,UDP,19,24130,4632
683,29,35,10.3.0.14,10.3.0.20,16388,22,TCP,24,2544,1445
684,8,2,10.1.0.17,10.1.0.11,16661,361,UDP,42,20958,637
685,26,30,10.3.0.11,10.3.0.15,47346,22,TCP,18,4302,1176
686,10,1,10.1.0.19,10.1.0.10,9921,101,TCP,17,17952,530
687,36,27,10.3.0.21,10.3.0.12,33918,22,TCP,48,19392,4975
688,8,4,10.1.0.17,10.1.0.13,32165,105,ICMP,4,2516,1906
689,1,12,10.1.0.10,10.1.0.21,30813,434,TCP,17,5219,3677
690,16,1,10.2.0.13,10.1.0.10,5261,5070,UDP,6,6366,4146
691,14,17,10.2.0.11,10.2.0.14,22259,5047,UDP,17,10472,579
692,24,17,10.2.0.21,10.2.0.14,10093,5036,UDP,45,16650,3997
693,29,32,10.3.0.14,10.3.0.17,65117,22,TCP,6,2298,326
694,13,5,10.2.0.10,10.1.0.14,49841,5046,UDP,25,20275,4220
695,33,26,10.3.0.18,10.3.0.11,52909,22,TCP,32,14336,1247
696,30,28,10.3.0.15,10.3.0.13,37541,22,TCP,19,14877,366
697,35,28,10.3.0.20,10.3.0.13,9770,22,TCP,27,17658,3193
698,33,36,10.3.0.18,10.3.0.21,61513,22,TCP,27,21843,3404
699,8,5,10.1.0.17,10.1.0.14,19868,195,ICMP,33,9504,3995
700,11,9,10.1.0.20,10.1.0.18,7173,294,TCP,27,22788,250
701,31,36,10.3.0.16,10.3.0.21,53856,22,TCP,16,7840,4036
702,32,27,10.3.0.17,10.3.0.12,16369,22,TCP,48,8592,3624
703,14,19,10.2.0.11,10.2.0.16,4348,5012,ICMP,37,24901,1842
704,13,16,10.2.0.10,10.2.0.13,56667,5019,UDP,20,16260,772
705,11,6,10.1.0.20,10.1.0.15,51628,333,TCP,20,19920,1214
706,18,17,10.2.0.15,10.2.0.14,12201,5094,UDP,43,55341,2054
707,16,20,10.2.0.13,10.2.0.17,9069,5056,UDP,26,5746,4581
708,33,26,10.3.0.18,10.3.0.11,41660,22,TCP,26,12194,3115
709,33,34,10.3.0.18,10.3.0.19,24297,22,TCP,35,11480,3436
710,17,23,10.2.0.14,10.2.0.20,23333,5005,UDP,5,6300,1216
