ts,src_id,dst_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms
360,1,10,10.1.0.10,10.1.0.19,54661,305,TCP,12,11095,4884
361,21,13,10.2.0.18,10.2.0.10,39204,5061,UDP,6,151,26
362,2,7,10.1.0.11,10.1.0.16,24009,423,TCP,38,10274,3099
363,6,24,10.1.0.15,10.2.0.21,16548,406,TCP,10,2091,4645
364,1,2,10.1.0.10,10.1.0.11,28868,82,TCP,10,7142,1576
365,9,2,10.1.0.18,10.1.0.11,6375,414,TCP,67,11731,271
366,28,34,10.3.0.13,10.3.0.19,12463,22,TCP,26,1979,4175
367,1,14,10.1.0.10,10.2.0.11,29458,14842,ICMP,67,30966,4742
368,36,33,10.3.0.21,10.3.0.18,40462,22,TCP,11,2917,2730
369,36,30,10.3.0.21,10.3.0.15,60194,22,TCP,4,2937,3505
370,14,9,10.2.0.11,10.1.0.18,61265,5078,UDP,3,202,23
371,19,17,10.2.0.16,10.2.0.14,34007,5013,UDP,2,147,60
372,3,7,10.1.0.12,10.1.0.16,65017,378,TCP,64,12210,4055
373,17,23,10.2.0.14,10.2.0.20,21008,5091,UDP,2,116,13
374,17,14,10.2.0.14,10.2.0.11,38241,5033,UDP,8,112,40
375,34,30,10.3.0.19,10.3.0.15,27642,22,TCP,22,1061,7544
376,12,11,10.1.0.21,10.1.0.20,27799,114,TCP,77,985,865
377,19,22,10.2.0.16,10.2.0.19,42073,44135,TCP,52,34799,5087
378,9,34,10.1.0.18,10.3.0.19,49100,295,TCP,8,8118,4722
379,18,13,10.2.0.15,10.2.0.10,9155,14912,ICMP,48,7277,1070
380,15,30,10.2.0.12,10.3.0.15,39569,5048,UDP,7,95,47
381,20,3,10.2.0.17,10.1.0.12,43107,5053,UDP,10,58,18
382,25,28,10.3.0.10,10.3.0.13,21782,22,TCP,16,1547,1412
383,31,26,10.3.0.16,10.3.0.11,35193,22,TCP,11,2419,6028
384,29,32,10.3.0.14,10.3.0.17,39012,22,TCP,4,1386,7226
385,26,34,10.3.0.11,10.3.0.19,39763,22,TCP,9,2862,5382
386,34,22,10.3.0.19,10.2.0.19,25436,22,TCP,19,2331,4963
387,9,31,10.1.0.18,10.3.0.16,6824,161,TCP,13,6289,457
388,19,7,10.2.0.16,10.1.0.16,16718,5027,UDP,6,136,45
389,35,26,10.3.0.20,10.3.0.11,2678,22,TCP,27,781,1705
390,7,6,10.1.0.16,10.1.0.15,2646,32757,ICMP,63,47517,9262
391,7,4,10.1.0.16,10.1.0.13,9123,15719,UDP,100,11088,6106
392,4,11,10.1.0.13,10.1.0.20,5018,113,TCP,39,8587,1899
393,19,22,10.2.0.16,10.2.0.19,61107,5021,UDP,6,186,40
394,9,1,10.1.0.18,10.1.0.10,38967,417,TCP,59,13695,4689
395,12,14,10.1.0.21,10.2.0.11,39073,25700,ICMP,76,46062,3239
396,11,6,10.1.0.20,10.1.0.15,54319,323,TCP,62,14694,1601
397,1,6,10.1.0.10,10.1.0.15,46825,36692,TCP,90,26899,1296
398,11,10,10.1.0.20,10.1.0.19,20019,43644,ICMP,73,10480,1905
399,10,9,10.1.0.19,10.1.0.18,56166,3806,ICMP,49,8495,1339
400,1,10,10.1.0.10,10.1.0.19,52466,399,TCP,28,11187,1443
401,10,12,10.1.0.19,10.1.0.21,36150,286,TCP,45,938,2033
402,30,34,10.3.0.15,10.3.0.19,22992,22,TCP,5,1711,667
403,15,17,10.2.0.12,10.2.0.14,28094,5001,UDP,8,53,35
404,22,14,10.2.0.19,10.2.0.11,14281,5030,UDP,4,168,11
405,34,10,10.3.0.19,10.1.0.19,30523,22,TCP,11,627,2349
406,14,20,10.2.0.11,10.2.0.17,48271,5069,UDP,5,46,53
407,24,15,10.2.0.21,10.2.0.12,62010,18976,UDP,16,46459,6100
408,29,36,10.3.0.14,10.3.0.21,14634,22,TCP,20,2020,2053
409,5,7,10.1.0.14,10.1.0.16,46906,379,TCP,28,5748,3256
410,6,7,10.1.0.15,10.1.0.16,12897,395,TCP,42,3486,4944
411,12,7,10.1.0.21,10.1.0.16,62590,84,TCP,71,10908,842
412,5,3,10.1.0.14,10.1.0.12,11428,372,TCP,14,7115,2876
413,21,23,10.2.0.18,10.2.0.20,16937,5045,UDP,6,90,14
414,29,31,10.3.0.14,10.3.0.16,57626,22,TCP,16,1534,1328
415,17,30,10.2.0.14,10.3.0.15,44802,5018,UDP,4,81,55
416,26,32,10.3.0.11,10.3.0.17,31946,33002,ICMP,40,29454,3631
417,33,28,10.3.0.18,10.3.0.13,37141,22,TCP,29,388,4019
418,25,11,10.3.0.10,10.1.0.20,19779,23603,TCP,28,3103,1702
419,27,33,10.3.0.12,10.3.0.18,25139,28552,UDP,24,8960,5791
420,33,35,10.3.0.18,10.3.0.20,65209,22,TCP,29,1998,7212
421,31,20,10.3.0.16,10.2.0.17,26502,22,TCP,11,2607,6540
422,18,14,10.2.0.15,10.2.0.11,37598,5016,UDP,3,186,58
423,28,26,10.3.0.13,10.3.0.11,23918,22,TCP,29,2961,2192
424,17,14,10.2.0.14,10.2.0.11,10469,5071,UDP,2,129,23
425,31,34,10.3.0.16,10.3.0.19,62967,22,TCP,26,2545,7057
426,35,25,10.3.0.20,10.3.0.10,1856,22,TCP,21,1381,3905
427,36,34,10.3.0.21,10.3.0.19,3786,22,TCP,11,557,2749
428,16,24,10.2.0.13,10.2.0.21,51475,5074,UDP,1,195,36
429,25,15,10.3.0.10,10.2.0.12,18367,22,TCP,12,1484,4931
430,27,30,10.3.0.12,10.3.0.15,26628,22,TCP,10,1919,5044
431,3,6,10.1.0.12,10.1.0.15,21001,334,TCP,21,10512,2142
432,1,7,10.1.0.10,10.1.0.16,5702,315,TCP,36,10637,1418
433,33,26,10.3.0.18,10.3.0.11,47696,22,TCP,2,1684,6301
434,22,14,10.2.0.19,10.2.0.11,25866,5015,UDP,10,117,51
435,11,21,10.1.0.20,10.2.0.18,50504,296,TCP,15,9522,2017
436,29,3,10.3.0.14,10.1.0.12,14204,22,TCP,2,667,4506
437,10,23,10.1.0.19,10.2.0.20,33254,146,TCP,71,7675,1413
438,25,36,10.3.0.10,10.3.0.21,25992,22,TCP,17,1854,7830
439,10,7,10.1.0.19,10.1.0.16,45636,136,TCP,51,3263,184
440,2,8,10.1.0.11,10.1.0.17,11460,396,TCP,45,4858,216
441,35,5,10.3.0.20,10.1.0.14,30015,53525,ICMP,13,18533,1852
442,35,36,10.3.0.20,10.3.0.21,11535,22,TCP,17,2874,2587
443,36,26,10.3.0.21,10.3.0.11,27916,22,TCP,11,1894,3943
444,36,34,10.3.0.21,10.3.0.19,6779,22,TCP,2,2107,7632
445,25,12,10.3.0.10,10.1.0.21,20630,22,TCP,14,539,761
446,28,32,10.3.0.13,10.3.0.17,37939,22,TCP,21,2560,7772
447,30,32,10.3.0.15,10.3.0.17,48893,22,TCP,17,2473,4296
448,19,15,10.2.0.16,10.2.0.12,52807,5014,UDP,3,158,25
449,13,15,10.2.0.10,10.2.0.12,45886,5055,UDP,4,66,23
450,33,34,10.3.0.18,10.3.0.19,38048,22,TCP,7,450,3348
451,20,31,10.2.0.17,10.3.0.16,41545,5014,UDP,8,80,28
452,8,9,10.1.0.17,10.1.0.18,4301,179,TCP,57,4559,4205
453,23,33,10.2.0.20,10.3.0.18,44196,4554,ICMP,24,56341,5740
454,13,15,10.2.0.10,10.2.0.12,40643,42579,UDP,67,58729,6976
455,20,17,10.2.0.17,10.2.0.14,38565,5020,UDP,4,59,24
456,34,28,10.3.0.19,10.3.0.13,5725,22,TCP,22,286,1025
457,5,8,10.1.0.14,10.1.0.17,29081,1172,UDP,76,63755,3488
458,13,24,10.2.0.10,10.2.0.21,5184,5081,UDP,4,105,32
459,34,29,10.3.0.19,10.3.0.14,36604,29148,TCP,51,42925,1949
460,7,2,10.1.0.16,10.1.0.11,33325,122,TCP,3,7918,1896
461,9,5,10.1.0.18,10.1.0.14,49939,392,TCP,56,9755,3134
462,15,13,10.2.0.12,10.2.0.10,58626,5074,UDP,9,211,31
463,16,19,10.2.0.13,10.2.0.16,41841,5066,UDP,3,78,44
464,26,33,10.3.0.11,10.3.0.18,37399,63343,UDP,27,27020,1849
465,33,29,10.3.0.18,10.3.0.14,57597,22,TCP,27,1456,3257
466,16,15,10.2.0.13,10.2.0.12,1200,5033,UDP,9,163,51
467,19,24,10.2.0.16,10.2.0.21,13631,5084,UDP,8,123,30
468,14,32,10.2.0.11,10.3.0.17,9126,5027,UDP,3,217,32
469,2,3,10.1.0.11,10.1.0.12,46331,119,TCP,54,5575,55
470,22,23,10.2.0.19,10.2.0.20,64199,5068,UDP,4,176,28
471,5,10,10.1.0.14,10.1.0.19,7808,192,TCP,70,11799,4903
472,10,4,10.1.0.19,10.1.0.13,7333,222,TCP,41,1860,407
473,28,36,10.3.0.13,10.3.0.21,25063,35339,ICMP,93,42647,6934
474,6,3,10.1.0.15,10.1.0.12,10768,329,TCP,70,9203,340
475,31,28,10.3.0.16,10.3.0.13,5715,22,TCP,25,2752,7213
476,1,22,10.1.0.10,10.2.0.19,52632,301,TCP,47,13207,4361
477,10,1,10.1.0.19,10.1.0.10,37396,262,TCP,49,1535,1128
478,23,19,10.2.0.20,10.2.0.16,24850,5015,UDP,10,75,29
479,1,2,10.1.0.10,10.1.0.11,1252,197,TCP,44,9848,1695
480,16,20,10.2.0.13,10.2.0.17,61640,5068,UDP,7,121,27
481,33,28,10.3.0.18,10.3.0.13,55151,22,TCP,14,2154,6328
482,32,30,10.3.0.17,10.3.0.15,8535,22,TCP,27,309,1048
483,32,26,10.3.0.17,10.3.0.11,10831,22,TCP,25,543,2605
484,36,35,10.3.0.21,10.3.0.20,5165,22,TCP,2,2143,7304
485,12,34,10.1.0.21,10.3.0.19,45992,18778,TCP,53,14522,9938
486,6,4,10.1.0.15,10.1.0.13,29703,408,TCP,20,9449,1000
487,11,10,10.1.0.20,10.1.0.19,12638,11961,UDP,95,24738,593
488,23,10,10.2.0.20,10.1.0.19,19966,10672,ICMP,79,14084,8933
489,3,1,10.1.0.12,10.1.0.10,50039,274,TCP,37,11754,573
490,1,10,10.1.0.10,10.1.0.19,48553,312,TCP,76,5288,2812
491,2,4,10.1.0.11,10.1.0.13,59992,107,TCP,47,12500,1373
492,20,1,10.2.0.17,10.1.0.10,49273,1747,ICMP,89,43716,6481
493,1,12,10.1.0.10,10.1.0.21,32148,144,TCP,12,4635,572
494,11,1,10.1.0.20,10.1.0.10,38411,268,TCP,39,532,1708
495,12,2,10.1.0.21,10.1.0.11,56847,174,TCP,78,14750,1514
496,16,24,10.2.0.13,10.2.0.21,55103,23909,ICMP,41,42591,2094
497,28,27,10.3.0.13,10.3.0.12,56627,22,TCP,29,676,4212
498,23,24,10.2.0.20,10.2.0.21,4203,5001,UDP,9,110,54
499,24,13,10.2.0.21,10.2.0.10,39543,5053,UDP,10,169,18
500,13,18,10.2.0.10,10.2.0.15,33691,64159,UDP,81,21965,726
501,5,9,10.1.0.14,10.1.0.18,29668,93,TCP,76,840,4501
502,20,15,10.2.0.17,10.2.0.12,47577,5085,UDP,2,213,23
503,23,15,10.2.0.20,10.2.0.12,8507,5049,UDP,1,161,50
504,29,35,10.3.0.14,10.3.0.20,64384,22,TCP,3,2434,7685
505,22,18,10.2.0.19,10.2.0.15,34055,5054,UDP,10,192,60
506,25,35,10.3.0.10,10.3.0.20,11717,22,TCP,23,1422,1276
507,5,7,10.1.0.14,10.1.0.16,47262,63549,TCP,78,14697,5929
508,17,18,10.2.0.14,10.2.0.15,7964,5026,UDP,9,139,57
509,3,25,10.1.0.12,10.3.0.10,51153,197,TCP,73,11741,111
510,4,15,10.1.0.13,10.2.0.12,22959,389,TCP,68,14671,358
511,6,1,10.1.0.15,10.1.0.10,56919,437,TCP,8,13093,1282
512,2,9,10.1.0.11,10.1.0.18,55792,212,TCP,13,14489,2679
513,17,32,10.2.0.14,10.3.0.17,56364,5098,UDP,3,144,44
514,23,29,10.2.0.20,10.3.0.14,7757,5049,UDP,7,81,16
515,33,29,10.3.0.18,10.3.0.14,20202,22,TCP,27,867,822
516,17,21,10.2.0.14,10.2.0.18,46666,5039,UDP,10,213,37
517,12,33,10.1.0.21,10.3.0.18,48531,31166,ICMP,92,2228,3892
518,19,24,10.2.0.16,10.2.0.21,49839,5003,UDP,5,146,23
519,14,24,10.2.0.11,10.2.0.21,27051,30544,ICMP,99,51760,7641
520,27,36,10.3.0.12,10.3.0.21,4114,22,TCP,7,2364,2227
521,33,5,10.3.0.18,10.1.0.14,21435,22,TCP,19,954,1983
522,12,3,10.1.0.21,10.1.0.12,48175,2357,ICMP,38,64227,2489
523,16,31,10.2.0.13,10.3.0.16,35798,5014,UDP,8,55,35
524,27,36,10.3.0.12,10.3.0.21,17380,22,TCP,3,1231,366
525,8,6,10.1.0.17,10.1.0.15,33509,364,TCP,6,3434,2293
526,15,14,10.2.0.12,10.2.0.11,32551,5074,UDP,7,126,48
527,24,20,10.2.0.21,10.2.0.17,27721,5095,UDP,7,204,35
528,30,27,10.3.0.15,10.3.0.12,4249,22,TCP,28,820,117
529,1,6,10.1.0.10,10.1.0.15,30059,228,TCP,76,9363,1221
530,28,29,10.3.0.13,10.3.0.14,11252,22,TCP,12,2349,2064
531,7,12,10.1.0.16,10.1.0.21,24609,238,TCP,72,1764,3894
532,2,6,10.1.0.11,10.1.0.15,51699,223,TCP,62,14180,3200
533,9,8,10.1.0.18,10.1.0.17,34966,410,TCP,16,3658,993
534,29,32,10.3.0.14,10.3.0.17,36522,22,TCP,16,1275,390
535,17,21,10.2.0.14,10.2.0.18,43500,5034,UDP,9,88,46
536,14,24,10.2.0.11,10.2.0.21,54936,5071,UDP,3,55,51
537,5,2,10.1.0.14,10.1.0.11,52774,268,TCP,4,12540,2128
538,6,10,10.1.0.15,10.1.0.19,64591,262,TCP,57,8551,2901
539,4,6,10.1.0.13,10.1.0.15,46446,296,TCP,30,9761,1228
540,13,24,10.2.0.10,10.2.0.21,57481,5086,UDP,4,166,42
541,1,10,10.1.0.10,10.1.0.19,58363,344,TCP,47,8773,147
542,7,9,10.1.0.16,10.1.0.18,1096,271,TCP,61,12048,4559
543,22,18,10.2.0.19,10.2.0.15,11910,5045,UDP,6,46,29
544,23,13,10.2.0.20,10.2.0.10,18693,5085,UDP,9,149,26
545,35,33,10.3.0.20,10.3.0.18,11338,22,TCP,27,722,3743
546,29,33,10.3.0.14,10.3.0.18,43067,22,TCP,16,2127,6553
547,18,28,10.2.0.15,10.3.0.13,45601,5084,UDP,9,103,59
548,19,13,10.2.0.16,10.2.0.10,64029,5022,UDP,10,53,32
549,4,21,10.1.0.13,10.2.0.18,10025,432,TCP,68,10854,3299
550,8,11,10.1.0.17,10.1.0.20,12397,104,TCP,54,8711,4736
551,25,9,10.3.0.10,10.1.0.18,59433,22,TCP,22,292,7791
552,14,22,10.2.0.11,10.2.0.19,34751,5042,UDP,7,194,13
553,21,18,10.2.0.18,10.2.0.15,10006,5011,UDP,6,124,13
554,32,36,10.3.0.17,10.3.0.21,12218,22,TCP,24,2594,4140
555,5,6,10.1.0.14,10.1.0.15,24158,433,TCP,25,669,2419
556,5,13,10.1.0.14,10.2.0.10,27042,330,TCP,62,3899,1116
557,17,20,10.2.0.14,10.2.0.17,62861,22127,UDP,44,44919,7157
558,6,19,10.1.0.15,10.2.0.16,44288,164,TCP,68,3653,4593
559,19,18,10.2.0.16,10.2.0.15,47295,5030,UDP,2,216,45
560,10,9,10.1.0.19,10.1.0.18,42992,386,TCP,46,13644,842
561,4,22,10.1.0.13,10.2.0.19,34151,352,TCP,29,12267,1579
562,35,25,10.3.0.20,10.3.0.10,58780,22,TCP,11,1807,1708
563,13,23,10.2.0.10,10.2.0.20,20376,5092,UDP,8,113,16
564,7,10,10.1.0.16,10.1.0.19,64326,268,TCP,3,14558,4503
565,16,22,10.2.0.13,10.2.0.19,15069,5013,UDP,6,117,39
566,12,2,10.1.0.21,10.1.0.11,12534,404,TCP,7,13033,1266
567,2,7,10.1.0.11,10.1.0.16,4126,31079,UDP,35,63648,7141
568,12,10,10.1.0.21,10.1.0.19,25489,330,TCP,53,10321,3055
569,16,23,10.2.0.13,10.2.0.20,63703,5017,UDP,2,145,22
570,29,30,10.3.0.14,10.3.0.15,33440,22,TCP,6,1553,7528
571,34,18,10.3.0.19,10.2.0.15,23240,19421,UDP,34,50714,1460
572,11,5,10.1.0.20,10.1.0.14,24321,188,TCP,45,3041,3580
573,3,31,10.1.0.12,10.3.0.16,38538,263,TCP,9,3946,94
574,15,19,10.2.0.12,10.2.0.16,43263,5029,UDP,10,50,11
575,24,22,10.2.0.21,10.2.0.19,24111,16226,ICMP,87,50524,4823
576,32,28,10.3.0.17,10.3.0.13,35520,22,TCP,10,2719,5352
577,29,34,10.3.0.14,10.3.0.19,61549,22,TCP,2,1203,6672
578,14,22,10.2.0.11,10.2.0.19,19126,12211,TCP,29,46409,6702
579,32,36,10.3.0.17,10.3.0.21,14796,22,TCP,16,1433,7337
580,33,28,10.3.0.18,10.3.0.13,56971,22,TCP,24,482,180
581,15,14,10.2.0.12,10.2.0.11,23162,10674,ICMP,56,25753,8400
582,24,3,10.2.0.21,10.1.0.12,36991,5065,UDP,4,94,42
583,31,28,10.3.0.16,10.3.0.13,32748,22,TCP,18,2290,5282
584,4,22,10.1.0.13,10.2.0.19,52802,297,TCP,27,9684,2508
585,5,12,10.1.0.14,10.1.0.21,21227,161,TCP,28,2314,4042
586,12,4,10.1.0.21,10.1.0.13,54223,192,TCP,38,14308,3945
587,13,15,10.2.0.10,10.2.0.12,31871,5060,UDP,5,138,52
588,16,14,10.2.0.13,10.2.0.11,22031,5028,UDP,9,125,32
589,35,28,10.3.0.20,10.3.0.13,56137,22,TCP,11,1892,5326
590,18,5,10.2.0.15,10.1.0.14,4059,5030,UDP,7,199,53
591,3,8,10.1.0.12,10.1.0.17,39442,367,TCP,14,3784,672
592,7,11,10.1.0.16,10.1.0.20,48774,249,TCP,24,9983,2369
593,35,26,10.3.0.20,10.3.0.11,9905,22,TCP,13,296,2991
594,8,34,10.1.0.17,10.3.0.19,3986,299,TCP,20,7329,1661
595,19,21,10.2.0.16,10.2.0.18,4458,5090,UDP,5,57,15
596,6,5,10.1.0.15,10.1.0.14,56947,103,TCP,78,6320,2878
597,23,19,10.2.0.20,10.2.0.16,24517,5032,UDP,6,80,20
598,5,7,10.1.0.14,10.1.0.16,6812,206,TCP,53,6414,4407
599,7,3,10.1.0.16,10.1.0.12,38016,60965,ICMP,75,30475,7311
600,10,1,10.1.0.19,10.1.0.10,15959,271,TCP,8,13261,2290
601,28,36,10.3.0.13,10.3.0.21,6772,22,TCP,10,417,494
602,32,21,10.3.0.17,10.2.0.18,1342,62351,UDP,18,55704,398
603,25,27,10.3.0.10,10.3.0.12,34035,22,TCP,18,974,5611
604,2,7,10.1.0.11,10.1.0.16,2966,83,TCP,66,2797,4583
605,32,26,10.3.0.17,10.3.0.11,16272,22,TCP,4,1825,1392
606,21,19,10.2.0.18,10.2.0.16,41602,15732,ICMP,97,17628,5062
607,23,24,10.2.0.20,10.2.0.21,57587,5019,UDP,7,182,19
608,23,16,10.2.0.20,10.2.0.13,30828,48478,TCP,22,61100,6754
609,24,22,10.2.0.21,10.2.0.19,24388,27763,TCP,35,24520,71
610,31,28,10.3.0.16,10.3.0.13,57722,22,TCP,28,225,3195
611,6,3,10.1.0.15,10.1.0.12,21842,322,TCP,56,8569,2516
612,10,6,10.1.0.19,10.1.0.15,30788,65436,TCP,99,48526,9246
613,1,10,10.1.0.10,10.1.0.19,34796,221,TCP,63,671,1171
614,27,11,10.3.0.12,10.1.0.20,56470,22,TCP,9,1816,4831
615,22,23,10.2.0.19,10.2.0.20,3756,10376,ICMP,39,6946,5643
616,7,6,10.1.0.16,10.1.0.15,52534,253,TCP,25,11660,3681
617,3,31,10.1.0.12,10.3.0.16,29076,169,TCP,63,1032,4336
618,23,13,10.2.0.20,10.2.0.10,2769,5077,UDP,2,136,60
619,14,16,10.2.0.11,10.2.0.13,50472,5040,UDP,2,119,54
620,17,13,10.2.0.14,10.2.0.10,31454,5095,UDP,6,119,52
621,26,21,10.3.0.11,10.2.0.18,37633,22,TCP,17,2856,945
622,35,26,10.3.0.20,10.3.0.11,9836,22441,ICMP,91,60405,628
623,30,32,10.3.0.15,10.3.0.17,47592,22,TCP,27,1937,6611
624,5,9,10.1.0.14,10.1.0.18,37165,126,TCP,80,7130,2454
625,31,3,10.3.0.16,10.1.0.12,24064,22,TCP,14,2964,6462
626,2,10,10.1.0.11,10.1.0.19,27597,121,TCP,43,12973,701
627,27,25,10.3.0.12,10.3.0.10,62614,22,TCP,25,2858,7879
628,22,14,10.2.0.19,10.2.0.11,52931,5035,UDP,9,202,11
629,29,31,10.3.0.14,10.3.0.16,61833,22,TCP,23,2176,5702
630,20,15,10.2.0.17,10.2.0.12,36135,5070,UDP,7,201,53
631,27,31,10.3.0.12,10.3.0.16,38015,35097,TCP,36,52284,1777
632,19,9,10.2.0.16,10.1.0.18,36918,5029,UDP,7,93,36
633,6,7,10.1.0.15,10.1.0.16,51601,117,TCP,34,5891,493
634,18,21,10.2.0.15,10.2.0.18,63788,53362,UDP,19,32820,1106
635,17,15,10.2.0.14,10.2.0.12,4096,5079,UDP,1,182,34
636,4,6,10.1.0.13,10.1.0.15,24797,21582,TCP,15,60199,7963
637,4,10,10.1.0.13,10.1.0.19,65378,231,TCP,29,7075,4339
638,8,2,10.1.0.17,10.1.0.11,44221,294,TCP,20,12473,1362
639,34,12,10.3.0.19,10.1.0.21,38733,22,TCP,13,360,6189
640,30,23,10.3.0.15,10.2.0.20,7696,22,TCP,15,463,4858
641,35,28,10.3.0.20,10.3.0.13,15597,22,TCP,12,937,6344
642,5,32,10.1.0.14,10.3.0.17,61280,134,TCP,39,7946,4603
643,16,14,10.2.0.13,10.2.0.11,61396,5030,UDP,7,140,29
644,5,19,10.1.0.14,10.2.0.16,4678,146,TCP,43,10219,2965
645,16,18,10.2.0.13,10.2.0.15,4707,5003,UDP,6,114,32
646,16,14,10.2.0.13,10.2.0.11,13238,5036,UDP,5,74,53
647,27,35,10.3.0.12,10.3.0.20,16096,22,TCP,5,2522,3579
648,12,11,10.1.0.21,10.1.0.20,49710,44989,TCP,25,15408,7479
649,33,34,10.3.0.18,10.3.0.19,31192,22,TCP,11,1248,7042
650,1,12,10.1.0.10,10.1.0.21,39627,365,TCP,4,5877,3971
651,9,16,10.1.0.18,10.2.0.13,26020,165,TCP,32,13270,1066
652,20,19,10.2.0.17,10.2.0.16,31941,5078,UDP,7,218,17
653,25,32,10.3.0.10,10.3.0.17,36179,33270,ICMP,67,2966,2986
654,11,20,10.1.0.20,10.2.0.17,58195,244,TCP,73,5372,3380
655,16,22,10.2.0.13,10.2.0.19,61034,5064,UDP,1,159,17
656,13,18,10.2.0.10,10.2.0.15,65081,29849,TCP,19,2212,6886
657,26,14,10.3.0.11,10.2.0.11,50205,16832,UDP,50,36335,3030
658,11,2,10.1.0.20,10.1.0.11,32846,43948,TCP,33,35606,1712
659,11,10,10.1.0.20,10.1.0.19,27836,398,TCP,36,7604,807
660,1,4,10.1.0.10,10.1.0.13,57881,409,TCP,3,13078,4297
661,24,15,10.2.0.21,10.2.0.12,9980,53151,TCP,65,30311,514
662,4,8,10.1.0.13,10.1.0.17,12813,124,TCP,59,8481,720
663,36,16,10.3.0.21,10.2.0.13,45149,22,TCP,5,1409,1419
664,18,24,10.2.0.15,10.2.0.21,46519,5014,UDP,10,84,40
665,16,15,10.2.0.13,10.2.0.12,26901,5043,UDP,2,64,27
666,6,4,10.1.0.15,10.1.0.13,2820,250,TCP,38,9970,3076
667,17,14,10.2.0.14,10.2.0.11,50568,5098,UDP,4,125,57
668,32,26,10.3.0.17,10.3.0.11,40627,22,TCP,11,2882,1148
669,6,28,10.1.0.15,10.3.0.13,39454,165,TCP,76,13827,93
670,15,10,10.2.0.12,10.1.0.19,60589,5071,UDP,2,174,44
671,21,23,10.2.0.18,10.2.0.20,60778,5000,UDP,4,47,54
672,29,35,10.3.0.14,10.3.0.20,13653,16388,TCP,4,30446,2876
673,18,22,10.2.0.15,10.2.0.19,9133,5097,UDP,9,139,25
674,26,30,10.3.0.11,10.3.0.15,16101,22,TCP,12,1308,1094
675,10,1,10.1.0.19,10.1.0.10,7757,130,TCP,28,11504,3566
676,36,27,10.3.0.21,10.3.0.12,65210,22,TCP,29,762,2028
677,8,4,10.1.0.17,10.1.0.13,27137,255,TCP,57,14604,351
678,14,15,10.2.0.11,10.2.0.12,48435,63858,UDP,34,18347,1745
679,16,33,10.2.0.13,10.3.0.18,24480,5055,UDP,8,58,52
680,11,6,10.1.0.20,10.1.0.15,43243,313,TCP,33,5141,615
681,30,28,10.3.0.15,10.3.0.13,52603,22,TCP,8,2701,6411
682,22,14,10.2.0.19,10.2.0.11,58307,15276,TCP,7,14878,3587
683,7,10,10.1.0.16,10.1.0.19,46981,261,TCP,68,8262,4523
684,6,10,10.1.0.15,10.1.0.19,49147,309,TCP,22,4491,4043
685,12,7,10.1.0.21,10.1.0.16,16828,217,TCP,8,7968,4758
686,13,15,10.2.0.10,10.2.0.12,55258,5054,UDP,7,116,56
687,34,36,10.3.0.19,10.3.0.21,35415,22,TCP,21,1695,1713
688,16,17,10.2.0.13,10.2.0.14,27510,49789,UDP,80,10495,2882
689,29,26,10.3.0.14,10.3.0.11,37377,22,TCP,3,1765,6824
690,35,34,10.3.0.20,10.3.0.19,14755,22,TCP,25,1055,7061
691,8,18,10.1.0.17,10.2.0.15,8761,6336,ICMP,71,24334,4732
692,2,33,10.1.0.11,10.3.0.18,13695,213,TCP,26,5383,1136
693,32,29,10.3.0.17,10.3.0.14,46022,22,TCP,18,1004,3776
694,29,30,10.3.0.14,10.3.0.15,61435,22,TCP,18,1523,3213
695,7,11,10.1.0.16,10.1.0.20,9069,27452,UDP,61,27868,5605
696,29,26,10.3.0.14,10.3.0.11,20850,58790,TCP,89,10972,6300
697,19,20,10.2.0.16,10.2.0.17,46131,23997,ICMP,37,45718,4220
698,7,5,10.1.0.16,10.1.0.14,6856,404,TCP,29,1273,1617
699,31,30,10.3.0.16,10.3.0.15,54188,22,TCP,25,2693,5143
700,16,21,10.2.0.13,10.2.0.18,10693,5072,UDP,9,58,29
701,31,27,10.3.0.16,10.3.0.12,56324,22,TCP,10,1286,2798
702,27,32,10.3.0.12,10.3.0.17,61022,22,TCP,18,2998,5570
703,22,18,10.2.0.19,10.2.0.15,43949,5029,UDP,5,80,33
704,11,28,10.1.0.20,10.3.0.13,10968,261,TCP,26,3087,3892
705,20,9,10.2.0.17,10.1.0.18,20504,5091,UDP,6,185,20
706,8,36,10.1.0.17,10.3.0.21,20771,59958,TCP,19,63895,7589
707,11,2,10.1.0.20,10.1.0.11,59810,390,TCP,61,4007,3492
708,6,7,10.1.0.15,10.1.0.16,41959,297,TCP,52,7968,2802
709,33,36,10.3.0.18,10.3.0.21,12002,22,TCP,4,2352,7029
710,26,32,10.3.0.11,10.3.0.17,46311,57291,TCP,38,44423,6290
711,13,20,10.2.0.10,10.2.0.17,15627,5079,UDP,7,150,11
712,16,19,10.2.0.13,10.2.0.16,37607,5073,UDP,3,104,52
713,6,7,10.1.0.15,10.1.0.16,24829,30106,UDP,69,59774,186
714,35,30,10.3.0.20,10.3.0.15,10027,22,TCP,13,2443,3645
715,21,20,10.2.0.18,10.2.0.17,42616,5063,UDP,6,47,18
716,33,26,10.3.0.18,10.3.0.11,47416,30536,ICMP,8,12168,3071
717,24,19,10.2.0.21,10.2.0.16,35655,5056,UDP,2,173,54
718,13,16,10.2.0.10,10.2.0.13,28678,5014,UDP,8,76,33
